streetId,isOdd,from,until,zip
00000073,false,10802,10900,B1691ACP
00000074,true,1401,1499,B1691AKC
00000074,false,1402,1500,B1691AKD
00000074,true,1501,1599,B1691AKE
00000074,false,1502,1600,B1691AKF
00000074,true,1601,1699,B1691AKG
00000074,false,1602,1700,B1691AKH
00000075,true,1401,1499,B1691AHA
00000075,false,1402,1500,B1691AHB
00000075,true,1501,1599,B1691AHC
00000075,false,1502,1600,B1691AHD
00000075,true,1601,1699,B1691AHE
00000075,false,1602,1700,B1691AHF
00000076,true,1401,1499,B1691AGA
00000076,false,1402,1500,B1691AGB
00000076,true,1501,1599,B1691AGC
00000076,false,1502,1600,B1691AGD
00000076,true,1601,1699,B1691AGE
00000076,false,1602,1700,B1691AGF
00000077,true,10201,10299,B1691AAA
00000077,true,10301,10399,B1691AAB
00000077,true,10401,10499,B1691AAC
00000077,true,10501,10599,B1691AAD
00000077,true,10601,10699,B1691AAE
00000077,true,10701,10799,B1691AAF
00000077,true,10801,10899,B1691AAG
00000077,true,10901,10999,B1691AAH
00000078,true,1401,1499,B1691AFA
00000078,false,1402,1500,B1691AFB
00000078,true,1501,1599,B1691AFC
00000078,false,1502,1600,B1691AFD
00000078,true,1601,1699,B1691AFE
00000078,false,1602,1700,B1691AFF
00000079,true,10001,10099,B1691AOA
00000079,true,10101,10199,B1691AOB
00000079,true,10201,10299,B1691AOC
00000080,true,1401,1499,B1691ALA
00000080,false,1402,1500,B1691ALB
00000080,true,1501,1599,B1691ALC
00000080,false,1502,1600,B1691ALD
00000080,true,1601,1699,B1691ALE
00000080,false,1602,1700,B1691ALF
00000081,true,1401,1499,B1691AMA
00000081,false,1402,1500,B1691AMB
00000081,true,1501,1599,B1691AMC
00000081,false,1502,1600,B1691AMD
00000082,true,1401,1499,B1691AJA
00000082,false,1402,1500,B1691AJB
00000082,true,1501,1599,B1691AJC
00000082,false,1502,1600,B1691AJD
00000082,true,1601,1699,B1691AJE
00000082,false,1602,1700,B1691AJF
00000083,true,601,699,B1692BBA
00000083,true,701,799,B1692BBC
00000083,true,801,899,B1692BBE
00000083,true,901,999,B1692BBG
00000083,true,1001,1099,B1692BBI
00000083,true,1101,1199,B1692BBK
00000084,true,701,799,B1692AOA
00000084,false,702,800,B1692AON
00000084,true,801,899,B1692AOB
00000084,false,802,900,B1692AOO
00000084,true,901,999,B1692AOC
00000084,false,902,1000,B1692AOP
00000084,true,1001,1099,B1692AOD
00000084,false,1002,1100,B1692AOQ
00000084,true,1101,1199,B1692AOE
00000084,false,1102,1200,B1692AOR
00000084,true,1201,1299,B1692AOF
00000084,false,1202,1300,B1692AOS
00000084,true,1301,1399,B1692AOG
00000084,false,1302,1400,B1692AOT
00000085,true,1301,1399,B1692AMA
00000085,false,1302,1400,B1692AMN
00000086,true,701,799,B1692BAA
00000086,false,702,800,B1692BAB
00000086,true,801,899,B1692BAC
00000086,false,802,900,B1692BAD
00000086,true,901,999,B1692BAE
00000086,false,902,1000,B1692BAF
00000086,true,1001,1099,B1692BAG
00000086,false,1002,1100,B1692BAH
00000086,true,1101,1199,B1692BAI
00000086,false,1102,1200,B1692BAJ
