id,name,zip,sate
0000092,Escuela Velez Sarsfield,T4132XCG,Tucumán
0000093,El Churqui,G4184XBM,Santiago del Estero
0000094,El Chorro,T4124XFA,Tucumán
0000095,Escuela 152,T4187XAQ,Tucumán
0000096,Escuela 257,T4132XBV,Tucumán
0000097,Kilometro 180,T4000XAE,Tucumán
0000098,Salinas,T4122XAW,Tucumán
0000099,El Bagual,G4178XAA,Santiago del Estero
0000100,Escuela Manuel Domingo Bassail,T4146XBK,Tucumán
0000101,Tucumán,T4174XAY,Loma Grande
0000102,El Quebrachal,T4124XCY,Tucumán
0000103,Abra Baya,T4137XBL,Tucumán
0000104,Nuevo Pueblo la Florida,T4117XBJ,Tucumán
0000105,Barrio Casino,T4107XAF,Tucumán
0000106,Tucumán,T4103XAJ,El Duraznito
0000107,El Frasquillo,T4119XCR,Tucumán
0000108,Marapa,T4158XAU,Tucumán
0000109,Los Tres Bajos,T4161XAO,Tucumán
0000110,Escuela 247,T4128XAT,Tucumán
0000111,Tucumán,T4174XBZ,Los Perez
0000112,Escuela 63,T4132XCB,Tucumán
0000113,Lules,Buscar CPA,Tucumán
0000114,Colonia Mercedes,T4178XAH,Tucumán
0000115,Loma Verde,T4111XAZ,Tucumán
0000116,Criollas,T4122XBH,Tucumán
0000117,Moron,T4242XBL,Tucumán
0000118,Escuela 307,T4158XBD,Tucumán
0000119,Kilometro 36,T4158XAP,Tucumán
0000120,Escuela F Nogues,T4128XBD,Tucumán
0000121,Manantial de Ovanta,T4105XBG,Tucumán
0000122,Kilometro 102,T4132XBL,Tucumán
0000123,Finca Elisa,T4111XAC,Tucumán
0000124,El Rodeo,T4174XBP,Tucumán
0000125,Escuela 320,T4152XAO,Tucumán
0000126,Escuela 376,T4158XAK,Tucumán
0000127,Tucumán,T4101XCV,Chorrillos
0000128,Cevil Redondo,Buscar CPA,Tucumán
0000129,Puesto de los Valdes,T4149XAC,Tucumán
0000130,Simbolar,T4122XBM,Tucumán
0000131,Escuela 162,T4172XAZ,Tucumán
0000132,Tucumán,T4124XBD,La Aguada
0000133,Escuela 39,T4128XAX,Tucumán
0000134,El Barrialito,T4119XFI,Tucumán
0000135,Escuela 70,T4101XAW,Tucumán
0000136,El Paso,T4141XAE,Tucumán
0000137,Tala Bajada,T4195XAG,Tucumán
0000138,Alto de la Angostura,T4124XDF,Tucumán
0000139,Colonia Nro 2,T4187XAB,Tucumán
0000140,Escuela Capitan Gaspar de Medi,T4101XAX,Tucumán
0000141,Vipos,T4122XBB,Tucumán
0000142,Escuela 122,T4168XEE,Tucumán
0000143,Batiruana,T4162XCC,Tucumán
0000144,Macho Rastrojo,A4141XAB,Salta
0000145,El Chilcar,T4172XCN,Tucumán
0000146,Huturungo,G4184XBI,Santiago del Estero
0000147,Tucumán,T4124XBL,Los Puestos
0000148,Escuela 207,T4168XAN,Tucumán
0000149,Escuela 197,T4132XBC,Tucumán
0000150,Colonia Naschi,T4152XAV,Tucumán
0000151,Escaba de Abajo,T4158XAW,Tucumán
0000152,Escuela 164,T4101XAK,Tucumán
0000153,Tambor de Tacuari,T4117XBL,Tucumán
0000154,Tucumán,T4152XAD,Santa Rosa
0000155,Puente Rio Sali,T4109XAG,Tucumán
0000156,El Batiruano,Buscar CPA,tucuman
0000157,Escuela 337,Buscar CPA,tucuman
0000158,Escuela 51,Buscar CPA,tucuman
0000159,Tres Flores,G4184XBG,Santiago del Estero
0000160,Ingenio Santa Ana,T4155XAD,Tucumán
0000161,Barborin,T4124XCJ,Tucumán
0000162,Escuela 269,T4172XCU,Tucumán
0000163,El Junquillar,T4124XDP,Tucumán
0000164,Escuela 189,T4176XAX,Tucumán
0000165,Escuela 188,Buscar CPA,tucuman
0000166,Ingenio Concepcion,T4109XAF,Tucumán
0000167,El Cuibal,A4126XAF,Salta
0000168,El Prado,T4184XAC,Tucumán
0000169,Alto del Puesto,T4176XBQ,Tucumán
0000170,Escuela Granaderos de San Mart,T4105XAW,Tucumán
0000171,Encrucijada,T4242XAX,Tucumán
0000172,Ampatilla,T4174XBX,Tucumán
0000173,Campo de las Gallinas,Buscar CPA,tucuman
0000174,Tucumán,T4128XAJ,El Ceibal
0000175,El Espinal,T4137XAB,Tucumán
0000176,El Molle Viejo,T4137XDD,Tucumán
0000177,Ingenio Marapa,T4158XBT,Tucumán
0000178,Tucumán,T4122XAN,Desmonte
0000179,Los Agueros,T4174XAA,Tucumán
0000180,Cruz Alta,T4178XBY,Tucumán
0000181,Cañada Larga,T4101XBI,Tucumán
0000182,Las Criollas,T4124XCN,Tucumán
0000183,El Tostado,Buscar CPA,tucuman
0000184,Monasterio,T4103XAP,Tucumán
0000185,Choromoro,T4122XAL,Tucumán
0000186,Las Cañitas,T4124XBI,Tucumán
0000187,El Cadillal,Buscar CPA,tucuman
0000188,Tucumán,T4152XAJ,Mercedes
0000189,Alto Nuestra Señora del Valle,T4109XAB,Tucumán
0000190,El Palomar,G5253XAS,Santiago del Estero
0000191,Lescano,T4146XBC,Tucumán
0000192,Estacion de Zootecnia B,T4000XAG,Tucumán
0000193,Las Cejas,T4172XAO,Tucumán
0000194,La Planta,T4174XBS,Tucumán
0000195,Java,T4149XAT,Tucumán
0000196,Pueblo Obrero,T4103XAR,Tucumán
0000197,Los Ocho Cuartos,T4152XAE,Tucumán
0000198,Escuela 264,T4152XBD,Tucumán
0000199,Escuela 180,T4176XAI,Tucumán
0000200,Esquina,T4111XCG,Tucumán
0000201,Noario,T4113XAN,Tucumán
0000202,La Ramada,T4103XAD,Tucumán
0000203,Rio Lules,T4166XAA,Tucumán
0000204,Escuela 93,T4172XBS,Tucumán
0000205,Chamico,T4119XBX,Tucumán
0000206,Escuela 165,T4142XCP,Tucumán
0000207,Campo Blanco,T4137XBY,Tucumán
0000208,Casas Viejas,T4124XDY,Tucumán
0000209,El Jardin,A4126XAV,Salta
0000210,Ingenio la Fronterita,T4132XCI,Tucumán
0000211,Colonia Agricola,T4111XBJ,Tucumán
0000212,Las Animas,T4176XDV,Tucumán
0000213,Anta,Buscar CPA,tucuman
0000214,Los Guchea,T4151XAQ,Tucumán
0000215,San Pereyra,T4182XAB,Tucumán
0000216,Araoz,T4178XFD,Tucumán
0000217,La Salvacion,Buscar CPA,Tucumán
0000218,Escuela 322,T4172XBI,Tucumán
0000219,Tucumán,T4172XCO,El Jardin
0000220,Escuela 84,T4172XBR,Tucumán
0000221,El Toro,T4137XDG,Tucumán
0000222,Las Cuevas,T4146XAM,Tucumán
0000223,Escuela 267,T4158XBC,Tucumán
0000224,San Felipe,T4105XBU,Tucumán
0000225,Cevil Redondo,Buscar CPA,tucuman
0000226,Ingas,T4174XBU,Tucumán
0000227,Tucumán,T4101XBE,La Cienaga
0000228,Laguna Blanca,T4111XBU,Tucumán
0000229,El Pelado de Paranillo,T4124XED,Tucumán
0000230,Escuela Olegario Andrade,T4162XBU,Tucumán
0000231,Tucumán,T4172XAO,Las Cejas
0000232,Camino del Peru,T4105XBD,Tucumán
0000233,Huasa Pampa Norte,T4163XAE,Tucumán
0000234,Cuatro Sauces,Buscar CPA,tucuman
0000235,Escuela 212,T4128XAQ,Tucumán
0000236,Lolita,T4182XAF,Tucumán
0000237,Escuela 256,T4101XAP,Tucumán
0000238,Aranilla,Buscar CPA,tucuman
0000239,Escuela 156,T4168XEK,Tucumán
0000240,Puesto Cienaga Amarilla,T4103XAO,Tucumán
0000241,Sacrificio,T4161XAI,Tucumán
0000242,El Puesto,T4178XBA,Tucumán
0000243,Escuela 147,T4168XEI,Tucumán
0000244,Tucumán,T4111XBP,Pozo del Alto
0000245,Escuela V Generala,T4158XBE,Tucumán
0000246,Campo Zauzal,T4137XCS,Tucumán
0000247,Piedra Grande,T4146XBO,Tucumán
0000248,La Maravilla,A4430XBA,Salta
0000249,La Calera,T4158XBG,Tucumán
0000250,Alto de los Reales,T4137XBR,Tucumán
0000251,Humaita 1,T4151XAO,Tucumán
0000252,El Rosario,T4113XAZ,Tucumán
0000253,Miraflores,A4434XBT,Salta
0000254,Escuela Araoz Alfaro,T4172XBZ,Tucumán
0000255,El Guardamonte,T4113XAF,Tucumán
0000256,Ramos,T4242XBC,Tucumán
0000257,El Lamparazo,T4137XDB,Tucumán
0000258,Casa de Campo,T4137XCQ,Tucumán
0000259,Escuela 346,T4176XAT,Tucumán
0000260,Escuela Pedro Medrano,T4162XBV,Tucumán
0000261,Escuela 64,T4152XAP,Tucumán
0000262,Tucumán,T4172XCI,Buena Vista
0000263,Escuela 137,T4152XAZ,Tucumán
0000264,Villa Muñecas,T4000XAA,Tucumán
0000265,Monte Potrero,G4197XAN,Santiago del Estero
0000266,Escuela 113,T4105XAT,Tucumán
0000267,Mancopa Chico,T4115XBI,Tucumán
0000268,Negro Potrero,T4135XAL,Tucumán
0000269,Las Cejas,G4221XAG,Santiago del Estero
0000270,Escuela 69,T4158XAL,Tucumán
0000271,Guzman Estacion Fcgb,T4117XBF,Tucumán
0000272,Añil,G4184XAT,Santiago del Estero
0000273,Sauce Yacu,T4122XBK,Tucumán
0000274,Potrerillos,T4162XBP,Tucumán
0000275,El Manantial,Buscar CPA,Tucumán
0000276,Chavarria,T4155XAI,Tucumán
0000277,El Potrero,T4124XAF,Tucumán
0000278,Abra del Infiernillo,T4137XBO,Tucumán
0000279,Agua Dulce,T4168XDG,Tucumán
0000280,Escuela 206,T4132XBU,Tucumán
0000281,Tucumán,T4124XDQ,El Milagro
0000282,Rodeo del Algarrobo,T4122XAT,Tucumán
0000283,Caspinchango,T4135XAC,Tucumán
0000284,Yatapayana,T4113XAQ,Tucumán
0000285,Escuela 88,Buscar CPA,tucuman
0000286,Escuela Alfonsina Storni,T4152XAS,Tucumán
0000287,Las Leguas,T4149XAN,Tucumán
0000288,Multiflores,T4152XAL,Tucumán
0000289,Colonia Juan Jose Iramain,T4147XAB,Tucumán
0000290,Ea la Verde,G4184XBL,Santiago del Estero
0000291,Escuela 151,T4176XAD,Tucumán
0000292,Escuela 198,T4172XBC,Tucumán
0000293,Escuela 355,T4162XBQ,Tucumán
0000294,Escuela 11,T4168XEC,Tucumán
0000295,Escuela 339,Buscar CPA,tucuman
0000296,Suncho Punta,T4164XAB,Tucumán
0000297,Puerta Grande,G4184XAH,Santiago del Estero
0000298,Avestilla,T4113XAB,Tucumán
0000299,Escuela 253,T4128XAG,Tucumán
0000300,Pacara Pintado,T4111XAJ,Tucumán
0000301,Tucumán,T4124XAH,El Puestito
0000302,Ruta Provincial 334,T4162XAU,Tucumán
0000303,Escuela 175,T4168XEN,Tucumán
0000304,Alto las Flores,T4152XBN,Tucumán
0000305,Juan Posse,T4111XAW,Tucumán
0000306,Agua Blanca,T4168XCM,Tucumán
0000307,Maria Blanca,T4157XAI,Tucumán
0000308,Potrero,T4129XAC,Tucumán
0000309,Escuela 34,T4187XCH,Tucumán
0000310,Escuela 205,T4187XBP,Tucumán
0000311,Escuela 199,T4172XBD,Tucumán
0000312,Tucumán,T4122XAK,Casa del Alto
0000313,Escuela 243,T4128XAS,Tucumán
0000314,Tala Paso,T4141XAO,Tucumán
0000315,San Antonio,T4115XAX,Tucumán
0000316,La Manga,T4103XAC,Tucumán
0000317,Escuela 138,T4158XAY,Tucumán
0000318,El Cruce,Buscar CPA,tucuman
0000319,Tucumán,T4124XCI,Agua Salada
0000320,Escuela 145,Buscar CPA,tucuman
0000321,Alto las Lechuzas,T4178XEN,Tucumán
0000322,Tolombon,Buscar CPA,Salta
0000323,La Falda,T4103XBB,Tucumán
0000324,Naranjito,T4115XAH,Tucumán
0000325,Posse Desvio Particular Fcgm,T4115XBF,Tucumán
0000326,Lopez Dominguez,T4184XAH,Tucumán
0000327,Los Reyes,T4143XAC,Tucumán
0000328,Casa del Alto,T4122XAK,Tucumán
0000329,Chorrillos,T4101XCV,Tucumán
0000330,Los Puestos,T4124XBL,Tucumán
0000331,Laureles,T4132XAW,Tucumán
0000332,El Cardenal,T4178XAI,Tucumán
0000333,Aconquija,T4107XAE,Tucumán
0000334,Escuela 18,T4146XAE,Tucumán
0000335,Los Callejones,T4152XAW,Tucumán
0000336,Pueblo Nuevo,T4164XAA,Tucumán
0000337,Tucumán,T4178XFE,El Mojon
0000338,Kilometro 794,T4111XAX,Tucumán
0000339,Gaspar Suarez,G4184XAW,Santiago del Estero
0000340,Campo Grande,T4159XAB,Tucumán
0000341,Tucumán,T4124XDY,Casas Viejas
0000342,Escuela Congresales Tucumanos,T4132XCD,Tucumán
0000343,Kilometro 55,T4155XAG,Tucumán
0000344,El Antigal,T4137XCM,Tucumán
0000345,Santa Cruz,T4149XAU,Tucumán
0000346,El Mutul,Buscar CPA,tucuman
0000347,Colonia Bascary,Buscar CPA,tucuman
0000348,B Zorrilla,T4142XAG,Tucumán
0000349,Pozo Lerdo,G4184XBA,Santiago del Estero
0000350,Chañar Pozo,T4168XEY,Tucumán
0000351,Escuela 146,T4168XEH,Tucumán
0000352,Tucumán,T4178XFC,Los Villagra
0000353,Alto de los Gimenez,T4124XDG,Tucumán
0000354,Escuela 16,T4172XAY,Tucumán
0000355,Nueva Esquina,T4161XAN,Tucumán
0000356,Bañado del Valle,T4111XAR,Tucumán
0000357,El Indio,T4142XAY,Tucumán
0000358,Kilometro 1235,T4166XAF,Tucumán
0000359,Escuela 105,T4168XEB,Tucumán
0000360,Tucumán,T4132XBQ,Colonia Santa Rita
0000361,La Tapia,T4157XAM,Tucumán
0000362,El Ceibal,T4128XAJ,Tucumán
0000363,El Atacal,T4119XCK,Tucumán
0000364,Escuela 344,T4187XCI,Tucumán
0000365,La Cañada,T4124XCZ,Tucumán
0000366,Escuela 234,T4146XAI,Tucumán
0000367,Los Bulacio,T4105XAO,Tucumán
0000368,Huasamayo Sud,T4122XAC,Tucumán
0000369,Arroyo Atahona,T4174XBY,Tucumán
0000370,Cañada Yerba Buena,T4129XAM,Tucumán
0000371,Tuscal Redondo,T4186XAB,Tucumán
0000372,Escuela 340,Buscar CPA,tucuman
0000373,La Rinconada Parada,T4107XAC,Tucumán
0000374,Manuel Garcia Fernandez,Buscar CPA,Tucumán
0000375,Escuela Gregoria Lamadrid,T4146XBJ,Tucumán
0000376,Villa de Leales,Buscar CPA,Tucumán
0000377,Escuela 291,Buscar CPA,tucuman
0000378,Tucumán,T4105XBU,San Felipe
0000379,Tucumán,T4124XEB,El Arenal
0000380,Escuela 166,T4187XBL,Tucumán
0000381,Aragones,T4142XAK,Tucumán
0000382,El Pozo,T4124XAG,Tucumán
0000383,Tucumán,T4242XBN,Pozo Hondo
0000384,Tucumán,T4111XAQ,Bajo Grande
0000385,Tucumán,T4168XER,Ruta Nacional 9
0000386,El Pacara,G4178XAB,Santiago del Estero
0000387,Escuela 17,T4146XAD,Tucumán
0000388,Gramajos,T4159XAR,Tucumán
0000389,Escuela 35,T4142XBO,Tucumán
0000390,Escuela 380,Buscar CPA,tucuman
0000391,El Manantial,Buscar CPA,tucuman
0000392,Balderrama,T4172XCH,Tucumán
0000393,La Esperanza,G4206XBM,Santiago del Estero
0000394,Sauce Gaucho,T4242XBU,Tucumán
0000395,Escuela 15,T4172XCY,Tucumán
0000396,El Gramillar,G4197XAI,Santiago del Estero
0000397,Escuela 216,T4124XBA,Tucumán
0000398,El Suncho,T4115XBQ,Tucumán
0000399,Tucumán,T4111XAX,Kilometro 794
0000400,Escuela 214,T4124XAP,Tucumán
0000401,Arroyo Mal Paso,T4157XAK,Tucumán
0000402,Caspichango Viejo,T4142XAI,Tucumán
0000403,Antillas,T4119XBO,Tucumán
0000404,Ruta Provincial 380,T4128XBO,Tucumán
0000405,El Guayacan,T4178XAC,Tucumán
0000406,Carapunco,T4137XCP,Tucumán
0000407,El Durazno,T4174XBN,Tucumán
0000408,Pozo Lindo,G4184XBB,Santiago del Estero
0000409,Burruyacu,T4119XBQ,Tucumán
0000410,Campo la Flor,T4178XAU,Tucumán
0000411,Campo Herrera,Buscar CPA,Tucumán
0000412,El Morado,Buscar CPA,tucuman
0000413,La Fronterita,T4111XBT,Tucumán
0000414,El Casial,T4137XCX,Tucumán
0000415,Ruta Provincial 308,T4158XBL,Tucumán
0000416,Chuscha,T4122XAM,Tucumán
0000417,Escuela 28,Buscar CPA,tucuman
0000418,Jusco Pozo,T4115XAN,Tucumán
0000419,Potrero de las Cabras,T4152XAH,Tucumán
0000420,Las Tres Flores,T4132XAD,Tucumán
0000421,Tucumán,T4111XCD,Campana
0000422,San Pablo,T4129XAK,Tucumán
0000423,Escuela 145,T4168XEG,Tucumán
0000424,Chañar Muya,T4168XEX,Tucumán
0000425,Tucumán,T4158XAV,El Churqui
0000426,Cevil Pozo,Buscar CPA,tucuman
0000427,El Duraznito,T4103XAJ,Tucumán
0000428,Costilla,T4142XAP,Tucumán
0000429,Escuela 107,T4101XAI,Tucumán
0000430,Paraiso,T4117XBN,Tucumán
0000431,Pozo del Alto,T4111XBP,Tucumán
0000432,Escuela 140,T4152XBA,Tucumán
0000433,Colonia el Sunchal,T4168XAC,Tucumán
0000434,Cruz del Norte Estacion Fcgm,T4178XBL,Tucumán
0000435,Tucumán,T4174XBP,El Rodeo
0000436,Tucumán,T4124XDT,El Pelado
0000437,Escuela Mario Bravo,T4162XBD,Tucumán
0000438,Capilla,T4124XDM,Tucumán
0000439,Ischillon,T4146XBM,Tucumán
0000440,Escuela 135,T4142XBE,Tucumán
0000441,San Miguel,T4122XBI,Tucumán
0000442,Los Villegas,T4115XBB,Tucumán
0000443,El Pavon,T4115XBP,Tucumán
0000444,Escuela 326,Buscar CPA,tucuman
0000445,Alizal,T4122XBE,Tucumán
0000446,Anta Chica,T4187XBI,Tucumán
0000447,Barrealito,Buscar CPA,tucuman
0000448,Barrio Belgrano,T4109XAC,Tucumán
0000449,Lastenia,Buscar CPA,Tucumán
0000450,Horco Molle,T4105XAY,Tucumán
0000451,Establecimiento las Colonias,T4115XBJ,Tucumán
0000452,Escuela 297,T4172XCW,Tucumán
0000453,El Pozo,Buscar CPA,tucuman
0000454,Tucumán,T4111XBC,Rosario Oeste
0000455,Escuela 88,T4132XCC,Tucumán
0000456,La Colonia,T4115XAA,Tucumán
0000457,Escuela 149,T4187XAT,Tucumán
0000458,Tucumán,T4176XDV,Las Animas
0000459,Escaba de Arriba,T4158XAX,Tucumán
0000460,Tucumán,T4124XBN,Molle Yaco
0000461,Tucumán,T4242XAS,El Paraiso
0000462,Escuela 124,T4132XBE,Tucumán
0000463,Vilca Pozo,T4111XBZ,Tucumán
0000464,Palo Blanco,T4161XAD,Tucumán
0000465,Escuela 333,T4128XAV,Tucumán
0000466,9 de Julio,T4242XAF,Tucumán
0000467,Campo de las Gallinas,T4137XBZ,Tucumán
0000468,Escuela 159,T4162XBH,Tucumán
0000469,Tucumán,T4105XAR,La Banda
0000470,Colonia los Chasales,T4105XBO,Tucumán
0000471,Escuela 131,T4172XAW,Tucumán
0000472,Escuela 73,T4162XBS,Tucumán
0000473,Benjamin Paz,T4122XAJ,Tucumán
0000474,Escuela 183,T4172XBA,Tucumán
0000475,Escuela 1 Junta,T4168XAM,Tucumán
0000476,Los Canteros,A4195XAC,Salta
0000477,El Cortaderal,T4168XCE,Tucumán
0000478,El Boyero,T4124XEC,Tucumán
0000479,Antama,T4137XBB,Tucumán
0000480,Los Britos,T4113XAH,Tucumán
0000481,Tucumán,T4178XAB,San Ignacio
0000482,Las Salinas,T4101XCZ,Tucumán
0000483,El Cambiado,G4187XAR,Santiago del Estero
0000484,El Cuarteadero,T4103XAZ,Tucumán
0000485,San Julian Yaco,T4122XAX,Tucumán
0000486,Escuela Ramon Carrillo,T4101XBC,Tucumán
0000487,Calimayo,T4105XBL,Tucumán
0000488,El Bagual,T4178XFG,Tucumán
0000489,Buen Retiro,T4132XAR,Tucumán
0000490,Escuela 25,T4162XAO,Tucumán
0000491,Escuela 131,Buscar CPA,tucuman
0000492,Santa Luisa,T4186XAM,Tucumán
0000493,Poliar,T4174XBC,Tucumán
0000494,Escuela 173,T4187XBN,Tucumán
0000495,Taco,T4117XAN,Tucumán
0000496,Escuela Monte Grande,T4132XCF,Tucumán
0000497,Escuela 222,T4128XAR,Tucumán
0000498,7 de Abril,Buscar CPA,Tucumán
0000499,El Remate,G4195XAA,Santiago del Estero
0000500,Escuela Ing Bertre,T4128XBG,Tucumán
0000501,La Esperanza,T4151XAA,Tucumán
0000502,Santillan,T4186XAN,Tucumán
0000503,Escuela 207,Buscar CPA,tucuman
0000504,Ruta Nacional 38,T4142XCK,Tucumán
0000505,Campo Alegre,T4176XBW,Tucumán
0000506,El Nial,T4176XCM,Tucumán
0000507,Higueritas,T4107XAH,Tucumán
0000508,Escuela 210,T4101XAL,Tucumán
0000509,Soledad,T4115XAZ,Tucumán
0000510,La Iguana,T4242XAL,Tucumán
0000511,Escuela 114,T4168XED,Tucumán
0000512,Kilometro 1438,T4162XBY,Tucumán
0000513,La Libertad,T4186XAF,Tucumán
0000514,Tucumán,T4168XCM,Agua Blanca
0000515,El Puesto del Medio,T4187XAC,Tucumán
0000516,Escuela 353,T4187XAV,Tucumán
0000517,El Mistol,T4124XCX,Tucumán
0000518,El Palcara,T4151XAT,Tucumán
0000519,El Tiro Argentino,T4103XAK,Tucumán
0000520,Los Villagra,T4178XFC,Tucumán
0000521,Colonia Sobrecasa,T4168XDS,Tucumán
0000522,Mixta,T4115XAR,Tucumán
0000523,Mercedes,T4152XAJ,Tucumán
0000524,Escuela 186,T4146XAG,Tucumán
0000525,Escuela 153,T4168XEJ,Tucumán
0000526,El Churquis,T4142XAX,Tucumán
0000527,Escuela 369,T4187XAY,Tucumán
0000528,Escuela 187,T4176XAW,Tucumán
0000529,Escuela Ee Uu,T4101XAY,Tucumán
0000530,Tucumán,T4111XAJ,Pacara Pintado
0000531,Tusca Pozo,G4322XBT,Santiago del Estero
0000532,Barrio Diagonal,T4101XAE,Tucumán
0000533,Escuela 146,Buscar CPA,tucuman
0000534,Luz y Fuerza,T4103XAN,Tucumán
0000535,Animas,T4176XBZ,Tucumán
0000536,Escuela 180,Buscar CPA,tucuman
0000537,Salamanca,T4122XAV,Tucumán
0000538,Escuela 100,T4132XBD,Tucumán
0000539,Escuela 123,T4176XBD,Tucumán
0000540,La Aguada,T4124XBD,Tucumán
0000541,Escuela Ibatin,T4142XCV,Tucumán
0000542,Escuela 195,T4168XAL,Tucumán
0000543,Escuela 361,T4142XBP,Tucumán
0000544,Finca Pereyra,T4135XAB,Tucumán
0000545,Los Chañares,T4141XAW,Tucumán
0000546,Tucumán,T4137XEB,La Maravilla
0000547,Campo Azul,T4115XBU,Tucumán
0000548,Planta Compresora Ypf,T4174XBB,Tucumán
0000549,Tucumán,T4111XAT,Cortaderas
0000550,Cañada Alegre,T4119XBP,Tucumán
0000551,Escuela Manuel Borda,T4142XBR,Tucumán
0000552,Aguadita,T4101XAA,Tucumán
0000553,Colonia San Luis,T4178XBV,Tucumán
0000554,Los Zelayas,T4115XBC,Tucumán
0000555,Gral Anselmo Rojo,T4103XAA,Tucumán
0000556,Chañarito,T4168XEZ,Tucumán
0000557,Cajas Viejas,T4162XAF,Tucumán
0000558,Kilometro 5,T4166XAD,Tucumán
0000559,El Huaico,T4142XAB,Tucumán
0000560,Villa la Colmena,T4103XAX,Tucumán
0000561,Los Guayacanes,T4158XAT,Tucumán
0000562,Escuela 66,T4152XAQ,Tucumán
0000563,El Tropezon,Buscar CPA,tucuman
0000564,Quebrada de Lules,T4129XAH,Tucumán
0000565,Santa Victoria,A4550XAD,Salta
0000566,Ingenio Santa Rosa,T4143XAF,Tucumán
0000567,Sargento Moya,Buscar CPA,Tucumán
0000568,Bajo Hondo,G4356XAC,Santiago del Estero
0000569,El Espinillo,T4117XAK,Tucumán
0000570,Tucumán,T4159XAP,Los Diaz
0000571,Camas Amontonadas,T4115XBT,Tucumán
0000572,Totoritas,T4141XAQ,Tucumán
0000573,Punta Rieles,T4115XBG,Tucumán
0000574,Los Perez,T4174XBZ,Tucumán
0000575,Escuela 18,Buscar CPA,tucuman
0000576,Suriyacu,T4195XAF,Tucumán
0000577,Las Mojarritas,A4195XAB,Salta
0000578,Quemadito,G4195XAB,Santiago del Estero
0000579,Carolinas Bajas,Buscar CPA,tucuman
0000580,Escuela 292,T4187XBZ,Tucumán
0000581,Puma Pozo,T4111XBM,Tucumán
0000582,Aparadero Militar Gral Muñoz,T4142XAF,Tucumán
0000583,Granja Modelo,T4101XAB,Tucumán
0000584,Don Bartolo,G4184XAC,Santiago del Estero
0000585,Managua,T4141XAM,Tucumán
0000586,Asna Yaco,T4119XES,Tucumán
0000587,Andres Ferreyra,T4178XBM,Tucumán
0000588,Colonia Sarmiento,T4101XCA,Tucumán
0000589,La Empatada,T4111XAY,Tucumán
0000590,Leon Rouges,T4143XAA,Tucumán
0000591,Escuela 343,Buscar CPA,tucuman
0000592,Chasquivil,T4105XAE,Tucumán
0000593,Aguada de Jorge,T4124XDE,Tucumán
0000594,La Banderita,T4132XAB,Tucumán
0000595,Boca del Tigre,T4178XAT,Tucumán
0000596,Tucumán,T4105XAZ,La Sala
0000597,El Mojon,T4178XFE,Tucumán
0000598,Tucumán,T4137XDA,El Lamedero
0000599,Los Pizarro,T4162XAY,Tucumán
0000600,Los Porceles,T4111XAD,Tucumán
0000601,Escuela 299,T4101XAQ,Tucumán
0000602,Tucumán,T4128XBO,Ruta Provincial 380
0000603,Colonia el Tarco,T4178XAF,Tucumán
0000604,Los Agudos,T4152XBP,Tucumán
0000605,El Portezuelo,Buscar CPA,tucuman
0000606,Villa Vieja Santa Ana,T4155XAE,Tucumán
0000607,Monteagudo,Buscar CPA,Tucumán
0000608,Colonia 4 de Colombres,T4178XFR,Tucumán
0000609,Ensenada,T4174XAP,Tucumán
0000610,Los Galpones,T4157XAP,Tucumán
0000611,Puente el Manantial,Buscar CPA,tucuman
0000612,El Puestito,T4124XAH,Tucumán
0000613,Pozo Hondo,T4242XBN,Tucumán
0000614,Escuela 21,T4152XBC,Tucumán
0000615,Anegados,T4168XDH,Tucumán
0000616,Monte Quemado,G4195XAC,Santiago del Estero
0000617,Tusca Pozo,T4113XBB,Tucumán
0000618,Casa de Zinc,T4137XCR,Tucumán
0000619,Cejas de Aroca,T4172XCK,Tucumán
0000620,Escuela 282,T4162XAP,Tucumán
0000621,Tucumán,T4117XAZ,San Pedro
0000622,El Barco,T4119XBZ,Tucumán
0000623,Amimpa,T4176XBS,Tucumán
0000624,Tucumán,T4137XAO,Los Pocitos
0000625,Estacion Superior Agricola,T4101XCR,Tucumán
0000626,Monte Largo,T4117XBH,Tucumán
0000627,Tucumán,T4119XCD,Concepcion
0000628,Escuela Florencio Varela,T4146XBI,Tucumán
0000629,Lachico,T4242XAN,Tucumán
0000630,Kilometro 46,T4158XAQ,Tucumán
0000631,Riarte,T4126XAB,Tucumán
0000632,Colalao del Valle,Buscar CPA,Tucumán
0000633,San Jose,T4124XCT,Tucumán
0000634,Los Diaz,T4159XAP,Tucumán
0000635,Escuela 185,Buscar CPA,tucuman
0000636,Escuela 303,T4176XBB,Tucumán
0000637,Escuela 258,T4142XCS,Tucumán
0000638,Cevil Grande,T4155XAH,Tucumán
0000639,Escuela 352,T4158XAJ,Tucumán
0000640,Escuela,T4105XAS,Tucumán
0000641,California,T4119XBS,Tucumán
0000642,Escuela 203,T4172XBG,Tucumán
0000643,La Puerta,T4101XCC,Tucumán
0000644,Cienaguita,T4137XCJ,Tucumán
0000645,Kilometro 1220,T4166XAE,Tucumán
0000646,Castillas,T4172XAD,Tucumán
0000647,Pirhuas,T4115XBE,Tucumán
0000648,Escuela 316,T4176XAR,Tucumán
0000649,Colonia Tacapunco,T4105XBP,Tucumán
0000650,Escuela 265,T4124XDV,Tucumán
0000651,Tio Franco,T4141XAP,Tucumán
