id,type,name,localityId
0000577,Calle,Avenida Pres Gral J A Roca,0000857
0000578,Calle,Calle Joaquin del Pino,0001413
0000579,Calle,Calle 20,0001615
0000580,Calle,Avenida Santo Cristo,0000449
0000581,Calle,Calle Araoz de Lamadrid,0001369
0000582,Calle,Calle Carlos Pellegrini,0001620
0000583,Calle,Calle S/N 3,0000081
0000584,Pasaje,Calle Alberdi,0000863
0000585,Calle,Pasaje Pje 20 Noroeste,0001369
0000586,Calle,Calle Dr Mariano Moreno,0001615
0000587,Calle,Calle Saavedra,0000081
0000588,Pasaje,Pasaje Tierra del Fuego,0001369
0000589,Calle,Calle Congreso,0001620
0000590,Calle,Calle Julio Lopez Mañan,0001369
0000591,Pasaje,Calle 3 E,0000318
0000592,Avenida,Avenida Dr Juan Bautista Justo,0001369
0000593,Calle,Avenida Pres Gral J A Roca,0001369
0000594,Pasaje,Avenida 25 de Mayo,0001516
0000595,Calle,Calle 37 So,0001369
0000596,Avenida,Calle Diego de Rojas,0001369
0000597,Pasaje,Calle Guemes,0000113
0000598,Calle,Calle Centenario,0001413
0000599,Avenida,Calle Marques de Aguado Este,0001620
0000600,Pasaje,Calle San Miguel,0001413
0000601,Calle,Calle San Miguel de Tucuman,0000899
0000602,Calle,Pasaje Gral Bascary,0001369
0000603,Calle,Calle Dr Juan Jose Paso,0000081
0000604,Calle,Calle Ponce de Leon,0000607
0000605,Calle,Calle 15,0001615
0000606,Pasaje,Pasaje Jose Lanieri,0000760
0000607,Calle,Calle Granaderos,0001369
0000608,Calle,Calle Blas Cabrera,0000863
0000609,Calle,Pasaje Maldonado,0001369
0000610,Calle,Avenida Adolfo de las Vegas,0001369
0000611,Pasaje,Calle 5,0000760
0000612,Calle,Pasaje 1,0001455
0000613,Calle,Calle Estrecho de Magallanes,0000081
0000614,Calle,Avenida Eva Peron,0000760
0000615,Calle,Pasaje Jose Hernandez,0000760
0000616,Calle,Calle Catamarca,0001111
0000617,Pasaje,Avenida Pte D F Sarmiento,0000742
0000618,Calle,Pasaje 1 de Mayo,0001369
0000619,Boulevard,Calle Corrientes,0000899
0000620,Avenida,Calle Entre Rios,0000082
0000621,Calle,Calle Catamarca,0001620
0000622,Pasaje,Calle B Mitre,0000449
0000623,Calle,Calle Gral Manuel Belgrano,0000911
0000624,Avenida,Pasaje Amado Nervo,0001369
0000625,Calle,Diagonal Diag 90,0001369
0000626,Calle,Calle Ayacucho,0001536
0000627,Calle,Calle Independencia,0001177
0000628,Pasaje,Calle Gral Guemes,0001637
0000629,Calle,Calle Madrid,0001369
0000630,Calle,Pasaje Dr Jose Manuel Galvez,0001369
0000631,Calle,Calle Gral Jose M Paz Oeste,0001620
0000632,Calle,Calle Gral Guemes,0001266
0000633,Calle,Calle Eva Peron,0000081
0000634,Calle,Calle B Mitre,0001516
0000635,Calle,Calle Florentino Ameghino,0001369
0000636,Calle,Pasaje Jorge Newbery,0000082
0000637,Calle,Calle San Luis,0001620
0000638,Calle,Boulevard Gral Manuel Belgrano,0001637
0000639,Calle,Diagonal Diag 47,0001369
0000640,Calle,Avenida Rep de Siria,0001369
0000641,Pasaje,Calle San Martin,0001157
0000642,Calle,Pasaje San Nicolas,0001369
0000643,Calle,Calle Santo Rosario,0001445
0000644,Calle,Avenida Libertador Sur,0000857
0000645,Calle,Calle 9 de Julio,0001620
0000646,Calle,Calle Beruti,0000760
0000647,Avenida,Calle 13,0001615
0000648,Calle,Pasaje 2 de Abril,0001637
0000649,Calle,Calle Callao,0001449
0000650,Calle,Calle Reconquista,0001157
0000651,Calle,Calle F Heredia,0001369
0000652,Calle,Calle Cristo Rey,0000391
0000653,Pasaje,Calle Juan Puggioni,0001615
0000654,Boulevard,Diagonal Landa,0001369
0000655,Calle,Calle Lucindo Villafañe,0001615
0000656,Calle,Calle Maipu,0001637
0000657,Pasaje,Calle Tejerina,0001369
0000658,Calle,Calle Maximo Victoria,0001177
0000659,Calle,Calle Comunal 7,0000498
0000660,Calle,Calle Ricardo Rojas,0000863
0000661,Calle,Calle Las Palomitas,0000935
0000662,Calle,Pasaje Villalonga,0001369
0000663,Calle,Calle Jujuy,0000707
0000664,Avenida,Calle Diego de Villarroel,0001445
0000665,Calle,Calle Falucho Oeste,0001620
0000666,Calle,Calle Nicolas Laguna,0001157
0000667,Calle,Calle Ezequiel Bravo,0001413
0000668,Calle,Avenida Del Libertador,0000707
0000669,Pasaje,Calle Domingo Jose Garcia,0001369
0000670,Calle,Calle Cnel Larrabure,0001445
0000671,Calle,Calle Estados Unidos,0000760
0000672,Calle,Calle 24 de Septiembre,0001413
0000673,Calle,Calle Chacabuco,0001449
0000674,Calle,Pasaje Siria,0001615
0000675,Calle,Boulevard Norte,0001111
0000676,Calle,Calle Belgrano,0000081
0000677,Calle,Calle Buenos Aires,0000742
0000678,Calle,Pasaje Guido Spano,0001369
0000679,Pasaje,Calle S Bores,0000081
0000680,Calle,Calle M Garcia Fernandez,0000081
0000681,Calle,Calle Castañares,0001369
0000682,Calle,Calle Provincia de Mendoza,0001369
0000683,Pasaje,Calle Bdier Facundo Quiroga,0001445
0000684,Calle,Calle Dr Alfredo Palacios,0001637
0000685,Calle,Avenida Rivadavia,0000760
0000686,Calle,Calle J Azurduy de Padilla,0001369
0000687,Ruta Provincial,Calle Juan Domingo Peron,0000082
0000688,Calle,Calle Cabildo,0001637
0000689,Calle,Calle Pres Gral J A Roca,0000374
0000690,Calle,Pasaje Santo Domingo,0001157
0000691,Calle,Calle San Isidro Labrador,0001369
0000692,Pasaje,Diagonal Diag 1,0001369
0000693,Calle,Calle 11,0001461
0000694,Calle,Calle Maria Eva Duarte de Peron,0001413
0000695,Pasaje,Diagonal Diag 9,0001369
0000696,Calle,Calle 24 de Septiembre,0000760
0000697,Calle,Calle Dr A Alsina,0001620
0000698,Avenida,Calle Gral J J de Urquiza,0000899
0000699,Calle,Calle S/N 1,0001455
0000700,Calle,Calle Colonia 4,0000935
0000701,Calle,Calle San Martin,0001620
0000702,Calle,Pasaje Jose Marmol,0001369
0000703,Calle,Calle Dr Juan Jose Paso,0001369
0000704,Calle,Calle Cordoba,0001111
0000705,Calle,Calle 49,0001369
0000706,Calle,Pasaje 27 no,0001369
0000707,Calle,Calle S/N 2,0000707
0000708,Pasaje,Calle Reconquista,0001620
0000709,Calle,Calle Alberdi,0001449
0000710,Calle,Ruta Provincial Rp 322,0000411
0000711,Calle,Calle Sarmiento,0001413
0000712,Calle,Calle Beruti,0001637
0000713,Calle,Calle 3,0001615
0000714,Calle,Calle Enriqueta de Orell,0000449
0000715,Calle,Pasaje Sorol,0001369
0000716,Pasaje,Calle Alte G Brown,0000113
0000717,Calle,Calle Santiago del Estero,0001111
0000718,Calle,Pasaje Alfredo Coviello,0001369
0000719,Pasaje,Calle 1,0001615
0000720,Calle,Calle La Rioja,0001620
0000721,Calle,Avenida Bernabe Araoz,0001369
0000722,Avenida,Calle Los Podesta,0001177
0000723,Calle,Calle Independencia,0001323
0000724,Calle,Calle 7,0001461
0000725,Avenida,Calle Dr Juan Bautista Justo,0000760
0000726,Pasaje,Calle Sarmiento,0000760
0000727,Calle,Diagonal Diag 6,0001369
0000728,Calle,Calle Paris,0001449
0000729,Calle,Calle Congreso de Tucuman,0001157
0000730,Avenida,Calle S/C,0001461
0000731,Calle,Calle Venezuela,0001637
0000732,Calle,Pasaje Juan Heller,0001369
0000733,Calle,Calle B Mitre,0001111
0000734,Avenida,Calle Dr Cosme Argerich,0001620
0000735,Pasaje,Calle Constitucion,0001413
0000736,Calle,Calle Valerio Laguna,0001369
0000737,Calle,Calle Pueyrredon,0001369
0000738,Pasaje,Calle Federico Brandsen,0001369
0000739,Calle,Calle 22,0001615
0000740,Calle,Pasaje Marconi,0001369
0000741,Pasaje,Calle Urquiza,0000113
0000742,Calle,Calle Asuncion,0001369
0000743,Calle,Pasaje Gregorio Jesus Diaz,0000707
0000744,Calle,Calle Lidoro J Quinteros,0001157
0000745,Calle,Calle Finca el Cuadro,0000935
0000746,Pasaje,Avenida Dr Juan Brigido Teran,0001369
0000747,Calle,Calle 8,0000787
0000748,Calle,Calle Lavalle,0000760
0000749,Calle,Avenida Salta,0001369
0000750,Calle,Pasaje Vazquez Cohello,0001615
0000751,Pasaje,Calle S/C,0001413
0000752,Calle,Calle S/N 1,0000787
0000753,Calle,Calle La Rioja Oeste,0001413
0000754,Pasaje,Avenida Av 5,0000742
0000755,Calle,Calle S/N 4,0000081
0000756,Calle,Calle A Trinidad,0001266
0000757,Calle,Calle 24 de Septiembre,0001637
0000758,Calle,Avenida Republica del Libano,0001369
0000759,Calle,Pasaje Diaz Velez,0001369
0000760,Pasaje,Calle 24 de Septiembre,0001266
0000761,Calle,Calle 6,0001620
0000762,Pasaje,Pasaje French,0000760
0000763,Pasaje,Calle Castelli,0000760
0000764,Calle,Calle 7 Ne,0001369
0000765,Calle,Pasaje Araoz de Lamadrid,0001157
0000766,Calle,Diagonal Diag 64,0001369
0000767,Calle,Calle Dr V de la Plaza,0001369
0000768,Calle,Calle Jujuy,0000113
0000769,Calle,Calle 9 de Julio,0000391
0000770,Calle,Calle Gral Gay,0001445
0000771,Calle,Pasaje Halley,0001369
0000772,Pasaje,Calle Callao,0001413
0000773,Pasaje,Calle Perito F P Moreno,0000707
0000774,Calle,Calle Corrientes,0000742
0000775,Pasaje,Calle Libertador,0000760
0000776,Calle,Pasaje Jorge Luis Borges,0001369
0000777,Calle,Calle Neuquen,0001111
0000778,Pasaje,Calle Ibatin,0001445
0000779,Pasaje,Pasaje Roberto Berho,0001369
0000780,Calle,Calle Fortunata Garcia,0000449
0000781,Calle,Calle Francisco de Aguirre,0000760
0000782,Calle,Calle Santiago,0001177
0000783,Calle,Calle Dr Saavedra Lamas,0000935
0000784,Calle,Calle Dr Aniceto Latorre,0000391
0000785,Calle,Pasaje Jose Padilla,0001369
0000786,Avenida,Calle Independencia,0001111
0000787,Calle,Pasaje Junin,0000760
0000788,Calle,Pasaje Pje 5,0000607
0000789,Calle,Calle Obispo Jose Eusebio Colombres,0000374
0000790,Calle,Calle Patria,0001637
0000791,Calle,Calle Felipe Varela,0001637
0000792,Calle,Calle Chacabuco,0001413
0000793,Pasaje,Calle Blas Parera,0001369
0000794,Calle,Calle Independencia,0001620
0000795,Pasaje,Calle N Estefano,0001369
0000796,Calle,Calle Comunal 5,0000498
0000797,Pasaje,Pasaje Armando Baunaly,0001369
0000798,Calle,Pasaje Alberto Williams Bliss,0001369
0000799,Calle,Calle Thomas Edison,0001369
0000800,Pasaje,Pasaje Hilario Ascasubi,0001369
0000801,Pasaje,Calle 9,0001157
0000802,Calle,Calle Jose Colombres Oeste,0001413
0000803,Avenida,Pasaje Estanislao Lopez,0001369
0000804,Calle,Pasaje Juan Pablo II,0000760
0000805,Calle,Calle S/N 6,0001455
0000806,Calle,Calle Eva Peron,0000899
0000807,Pasaje,Calle Nicaragua,0001157
0000808,Pasaje,Calle Mendoza,0000449
0000809,Calle,Calle Antartida Argentina,0001620
0000810,Calle,Calle Diego de Villarroel,0000707
0000811,Calle,Avenida Araoz,0001369
0000812,Calle,Calle Belisario Roldan,0001615
0000813,Calle,Calle San Martin,0000391
0000814,Pasaje,Calle Eduardo Bulnes,0001369
0000815,Calle,Calle Belisario Lopez,0001369
0000816,Calle,Calle Alberdi,0000707
0000817,Pasaje,Calle 6,0000787
0000818,Calle,Pasaje Pueyrredon,0001620
0000819,Pasaje,Calle Gorriti,0000708
0000820,Pasaje,Pasaje 35 Sureste,0001369
0000821,Calle,Calle Constitucion,0001637
0000822,Calle,Pasaje San Roque,0000935
0000823,Calle,Calle Cnel Larrabure,0001413
0000824,Calle,Calle Alfonsina Storni,0001177
0000825,Calle,Pasaje Asuncion Cervantes,0001369
0000826,Calle,Pasaje Japon,0001369
0000827,Pasaje,Calle Anselmo Granillo,0001369
0000828,Calle,Avenida Pres Gral J A Roca,0000742
0000829,Calle,Calle San Miguel,0001369
0000830,Pasaje,Calle S/C,0001637
0000831,Calle,Calle Zavaleta,0001369
0000832,Calle,Pasaje Pje 57,0001369
0000833,Calle,Pasaje Pje 16,0001369
0000834,Calle,Calle Padre Roque Correa,0001369
0000835,Pasaje,Calle Jose Maria Tetu,0001413
0000836,Calle,Calle Laprida,0000449
0000837,Pasaje,Calle Riobamba,0000082
0000838,Calle,Calle Alte G Brown,0001369
0000839,Calle,Pasaje San Martin,0001620
0000840,Calle,Calle Dr Juan Bautista Justo,0000081
0000841,Calle,Calle Gauna,0001369
0000842,Calle,Pasaje Pje 80 So,0001369
0000843,Pasaje,Calle Fray Sta Maria de Oro,0000935
0000844,Calle,Pasaje Centenario,0001157
0000845,Avenida,Pasaje Hernandarias,0001369
0000846,Calle,Calle Curie,0001461
0000847,Calle,Calle Emidio Posse,0000113
0000848,Calle,Calle Bat de Tucuman,0000707
0000849,Avenida,Calle Alfredo Rosales,0001615
0000850,Pasaje,Calle Escalada San Martin s,0001620
0000851,Calle,Calle Formosa,0001111
0000852,Calle,Pasaje Pje 2,0001413
0000853,Calle,Calle Cayetano Nazca,0000113
0000854,Calle,Calle Larrea,0001369
0000855,Calle,Pasaje Lautaro,0001369
0000856,Calle,Calle Domingo French,0001620
0000857,Calle,Calle Pte H Yrigoyen,0000082
0000858,Calle,Calle Antonio Beruti,0001369
0000859,Pasaje,Calle Ramirez de Velazco,0000391
0000860,Calle,Pasaje Reconquista,0001369
0000861,Calle,Calle Jose Manuel Estrada,0000081
0000862,Calle,Pasaje Congreso de Tucuman,0000225
0000863,Calle,Calle C Rodriguez,0000081
0000864,Calle,Calle Alberto Farias,0001369
0000865,Calle,Calle Dr Eduardo Wilde,0001369
0000866,Avenida,Calle 2,0001323
0000867,Pasaje,Calle Reconquista Este,0001413
0000868,Calle,Pasaje Wurschmidt,0001369
0000869,Calle,Calle 3,0000935
0000870,Calle,Avenida Del Sur,0001111
0000871,Pasaje,Calle San Martin,0001449
0000872,Pasaje,Calle Ceballos,0001413
0000873,Calle,Calle 1 Este,0000318
0000874,Calle,Avenida Dalma Diagonal,0001369
0000875,Calle,Pasaje Divino Pizarro,0001369
0000876,Pasaje,Calle 16,0001461
0000877,Pasaje,Calle Dr M de Avellaneda,0000935
0000878,Pasaje,Calle 2,0001157
0000879,Calle,Calle 4,0001413
0000880,Calle,Calle Ing Civit,0001413
0000881,Calle,Calle S/C,0000081
0000882,Avenida,Calle Jose Rondeau,0001369
0000883,Calle,Calle Lola Mora,0000857
0000884,Pasaje,Pasaje La Niña,0001620
0000885,Calle,Calle Alberdi,0000082
0000886,Pasaje,Calle Moreno,0001177
0000887,Calle,Calle Ara Gral Belgrano,0001615
0000888,Calle,Calle Vergues,0001449
0000889,Pasaje,Diagonal Diag 37,0001369
0000890,Pasaje,Calle Gral Juan M de Pueyrredon,0001620
0000891,Calle,Calle Joaquin V Gonzalez,0001369
0000892,Calle,Avenida De las Camelias,0000707
0000893,Calle,Pasaje Manuel Quintana,0001369
0000894,Calle,Calle Ing Juan C Enrico,0000760
0000895,Calle,Calle Larrea Oeste,0001620
0000896,Calle,Calle Pte H Yrigoyen,0000113
0000897,Pasaje,Pasaje Albert Einstein,0001369
0000898,Calle,Pasaje Pje 4,0001413
0000899,Calle,Calle Publica 1,0000707
0000900,Calle,Calle Velez Sarsfield,0000113
0000901,Calle,Calle Lola Mora,0001369
0000902,Avenida,Pasaje Oncativo,0001369
0000903,Calle,Pasaje Julio Zuviria,0001369
0000904,Calle,Pasaje Provincia de Rio Negro,0001369
0000905,Calle,Calle Congreso,0001413
0000906,Calle,Calle Cnel Julian Murga,0001369
0000907,Calle,Calle Pablo Rojas Paz,0001369
0000908,Calle,Avenida Independencia,0001413
0000909,Calle,Calle 4,0000760
0000910,Calle,Pasaje Pje 25,0001369
0000911,Pasaje,Calle Ernesto Padilla,0001369
0000912,Calle,Pasaje Mariano Boedo,0001369
0000913,Calle,Calle Cnel Brandsen,0001413
0000914,Pasaje,Calle Mendoza,0001111
0000915,Calle,Pasaje Henry Dunant,0001369
0000916,Avenida,Pasaje 18 Noroeste,0001369
0000917,Calle,Calle Chile,0001369
0000918,Pasaje,Calle Tte Benjamin Matienzo,0001369
0000919,Calle,Calle Islas Malvinas,0001323
0000920,Calle,Calle 17,0001615
0000921,Calle,Calle Ibatin,0001461
0000922,Calle,Calle Justo J de Urquiza Oeste,0001620
0000923,Calle,Pasaje Andres Chazarreta,0001369
0000924,Pasaje,Calle Bdier Facundo Quiroga,0001637
0000925,Calle,Calle Alberdi,0000113
0000926,Calle,Calle Belgrano,0000607
0000927,Pasaje,Calle Paso de los Andes,0001369
0000928,Calle,Avenida De los Proc Soldati,0001369
0000929,Pasaje,Calle Congreso,0000760
0000930,Calle,Calle Juan Domingo Peron,0000899
0000931,Pasaje,Calle 1Er Centenario,0001615
0000932,Calle,Calle Dr Mariano Moreno,0001620
0000933,Pasaje,Calle Miguel Lillo,0000707
0000934,Calle,Calle 11,0001369
0000935,Pasaje,Calle Gral Jose G Artigas,0001615
0000936,Calle,Calle Colombres,0001615
0000937,Pasaje,Pasaje Ing Flavio Virla,0001157
0000938,Calle,Calle Catamarca,0001413
0000939,Calle,Calle Padre Garicio,0000449
0000940,Calle,Pasaje 26 de Julio,0000760
0000941,Calle,Calle Pbto Augusto Antonio Diaz,0000607
0000942,Calle,Avenida De las Industrias,0000760
0000943,Calle,Calle San Ignacio,0001177
0000944,Calle,Pasaje Monteagudo,0000391
0000945,Calle,Calle Gdor del Campo,0000391
0000946,Calle,Diagonal Diag 5,0001369
0000947,Pasaje,Calle 1 de Mayo,0001461
0000948,Calle,Calle 12 de Octubre,0001445
0000949,Calle,Calle Gral Guemes,0001516
0000950,Calle,Calle Alberdi,0001536
0000951,Calle,Pasaje Tte Benjamin Matienzo,0000113
0000952,Pasaje,Calle Jose E Colombres,0001516
0000953,Avenida,Calle Rivadavia,0000391
0000954,Calle,Pasaje Piedrabuena,0001369
0000955,Calle,Calle Dr Ricardo Balbin,0000760
0000956,Calle,Pasaje Pje 6,0000607
0000957,Calle,Calle Pellegrini,0000857
0000958,Calle,Camino En Construccion,0001266
0000959,Pasaje,Pasaje Cap Juanes de Artaza,0001369
0000960,Pasaje,Calle 9 de Julio,0001413
0000961,Calle,Pasaje Juan Maria Gutierrez,0001369
0000962,Pasaje,Calle Cochabamba,0001413
0000963,Calle,Pasaje Abregu,0001620
0000964,Calle,Calle Jose Manuel Estrada,0001369
0000965,Avenida,Pasaje San Jose,0001637
0000966,Calle,Calle Crisostomo Alvarez,0000391
0000967,Calle,Calle Isabel la Catolica,0001620
0000968,Calle,Calle 25 de Mayo,0000391
0000969,Pasaje,Calle Juan Maria Gutierrez,0001637
0000970,Calle,Calle Misiones,0001637
0000971,Calle,Calle 7,0000857
0000972,Pasaje,Calle Diego de Villarroel,0000081
0000973,Pasaje,Calle Constitucion,0001369
0000974,Calle,Calle Costa Rica,0001369
0000975,Calle,Pasaje Montevideo,0001369
0000976,Pasaje,Calle Benjamin Lavaysse,0001369
0000977,Calle,Calle 9 de Julio,0000760
0000978,Calle,Calle S/C,0001369
0000979,Calle,Calle Benigno Vallejo,0001369
0000980,Calle,Pasaje Pje S/N 7,0000787
0000981,Calle,Avenida Dr Manuel Belgrano,0001516
0000982,Calle,Calle Prof R Marino,0001413
0000983,Avenida,Calle Sold Ismael Maldonado,0001445
0000984,Avenida,Calle Jose E Colombres,0001323
0000985,Calle,Calle Islas Malvinas,0001620
0000986,Calle,Calle 1,0001323
0000987,Avenida,Pasaje Pje 62,0001369
0000988,Pasaje,Pasaje Davalos,0001369
0000989,Calle,Calle Congreso,0001637
0000990,Calle,Pasaje Eduardo Aguero,0000935
0000991,Avenida,Calle Los Nisperos,0000707
0000992,Pasaje,Calle S/N 3,0001455
0000993,Pasaje,Avenida Antonio Lafuente,0000082
0000994,Calle,Calle Manuel Estoquin,0001157
0000995,Calle,Calle German Pani,0001615
0000996,Calle,Calle Cristobal Colon,0001620
0000997,Avenida,Pasaje Cerrito,0001369
0000998,Calle,Calle Bernardino Nieva,0001461
0000999,Calle,Calle 1,0001157
0001000,Calle,Pasaje Roberto J Payro,0001369
0001001,Calle,Pasaje Pacifico Diaz,0001369
0001002,Calle,Calle San Martin,0001413
0001003,Pasaje,Calle Tucuman,0001111
0001004,Calle,Pasaje Cesar Cramer,0001369
0001005,Pasaje,Calle Perito F P Moreno,0001369
0001006,Calle,Calle 17 de Octubre,0000082
0001007,Calle,Calle Domingo F Sarmiento,0000899
0001008,Avenida,Calle Cmte Franco,0000081
0001009,Pasaje,Calle Colombres,0000708
0001010,Calle,Calle Lisandro de la Torre,0001413
0001011,Pasaje,Avenida El Tajamar,0000632
0001012,Calle,Avenida Jujuy,0001369
0001013,Calle,Calle Salta,0000113
0001014,Ruta Provincial,Calle Rio de la Plata,0000391
0001015,Calle,Avenida Carlos Pellegrini,0001369
0001016,Pasaje,Pasaje Santiago del Estero,0000391
0001017,Calle,Calle Ildefonso Muñecas,0001369
0001018,Calle,Calle Pbto Padilla,0001485
0001019,Calle,Avenida Domingo F Sarmiento,0001637
0001020,Calle,Pasaje Javier Lopez,0000391
0001021,Calle,Pasaje Pje 8,0001369
0001022,Calle,Calle Catamarca,0001637
0001023,Calle,Calle 3,0000318
0001024,Calle,Calle Chacabuco,0001369
0001025,Pasaje,Avenida Del Oeste,0001111
0001026,Pasaje,Diagonal 45 A,0001369
0001027,Calle,Calle San Martin,0000760
0001028,Calle,Calle Pte M T de Alvear,0001637
0001029,Pasaje,Calle Domingo Retondo,0001620
0001030,Calle,Calle 1,0000318
0001031,Calle,Calle Gral Manuel N Savio,0001369
0001032,Calle,Pasaje Mendoza,0000760
0001033,Calle,Calle Lucio Brandan,0000707
0001034,Calle,Pasaje Fidel Lopez,0001369
0001035,Calle,Calle Fernando Riera,0000760
0001036,Pasaje,Calle Panama,0001157
0001037,Calle,Avenida Libertador Norte,0000857
0001038,Pasaje,Pasaje Pje 33,0001369
0001039,Calle,Calle 9 de Julio,0001637
0001040,Calle,Pasaje Independencia,0001369
0001041,Calle,Calle 9 de Julio,0001266
0001042,Pasaje,Calle Aconquija,0000449
0001043,Pasaje,Ruta Provincial Rp 334,0001177
0001044,Calle,Calle Gral Juan Lavalle,0001323
0001045,Pasaje,Pasaje Jose Superi,0001369
0001046,Pasaje,Calle Provincia de Corrientes,0001369
0001047,Avenida,Calle T Combes,0001369
0001048,Pasaje,Calle 25 de Mayo,0001485
0001049,Calle,Calle 3,0001620
0001050,Pasaje,Calle S/N 3,0000787
0001051,Pasaje,Calle San Juan,0000935
0001052,Calle,Calle Andres Chazarreta,0001413
0001053,Pasaje,Calle Anselmo Rojo,0001369
0001054,Calle,Pasaje El Transito,0001157
0001055,Pasaje,Pasaje 20 de Junio,0001413
0001056,Calle,Calle L N Alem,0000082
0001057,Pasaje,Calle Tomas Pintos,0001637
0001058,Pasaje,Pasaje Santiago de Liniers,0001369
0001059,Calle,Calle 1,0001620
0001060,Calle,Calle Alberdi,0001369
0001061,Calle,Calle Santiago del Estero,0000760
0001062,Calle,Calle N Herrera,0001369
0001063,Calle,Calle Gral Juan Lavalle,0001157
0001064,Avenida,Calle Thames,0001413
0001065,Calle,Camino A la Esperanza,0000082
0001066,Calle,Pasaje Polonia,0001369
0001067,Calle,Calle 24 de Septiembre,0000607
0001068,Calle,Pasaje Falucho,0001615
0001069,Calle,Calle Saenz Peña,0000899
0001070,Calle,Diagonal Norte,0001369
0001071,Avenida,Calle Benjamin Matienzo,0000082
0001072,Calle,Calle Melian de Leguizamo,0001369
0001073,Calle,Pasaje Libertad,0000225
0001074,Pasaje,Pasaje Diego de Rojas,0001157
0001075,Calle,Calle Peru,0001157
0001076,Pasaje,Pasaje Pje 12 15 Se,0001369
0001077,Calle,Pasaje Prof del Moral,0001413
0001078,Calle,Avenida Gral San Martin,0000935
0001079,Calle,Pasaje Juan Hipolito Vieytes,0001369
0001080,Calle,Calle Ramon Sema,0001615
0001081,Calle,Pasaje Diaz Velez Castellanos,0001369
0001082,Calle,Pasaje Gdor C Gutierrez,0001369
0001083,Calle,Calle Colon,0001177
0001084,Pasaje,Pasaje 27 de Febrero,0001369
0001085,Calle,Calle Gral Paz,0001637
0001086,Calle,Pasaje 14 Sureste,0001369
0001087,Pasaje,Calle Pres Gral J A Roca,0000708
0001088,Calle,Pasaje Tagle,0001369
0001089,Pasaje,Pasaje Alvarez Condarco,0000113
0001090,Calle,Calle Bernardino Rivadavia,0000113
0001091,Avenida,Calle Lucas A Cordoba,0001369
0001092,Calle,Calle San Martin,0001637
0001093,Pasaje,Calle Finca San Luis,0000935
0001094,Avenida,Calle 6,0000760
0001095,Calle,Avenida Sarmiento,0001620
0001096,Calle,Calle Estados Unidos,0001157
0001097,Calle,Calle Venezuela,0001157
0001098,Pasaje,Calle Sarmiento,0000449
0001099,Ruta Provincial,Calle Hernandez,0000374
0001100,Calle,Calle Francisco Prats,0001615
0001101,Calle,Calle Cuba,0001369
0001102,Calle,Avenida Roca,0000707
0001103,Calle,Calle Lope de Vega,0001369
0001104,Pasaje,Calle 3,0000787
0001105,Calle,Pasaje Pje 53,0001369
0001106,Calle,Calle Hernando de Magallanes,0001369
0001107,Pasaje,Pasaje Cnel Jose Segundo Roca,0001369
0001108,Calle,Calle Honduras,0001369
0001109,Calle,Calle Francisco Cano,0000760
0001110,Avenida,Calle Hermenegildo Rodriguez,0001157
0001111,Pasaje,Calle Hileret,0000899
0001112,Pasaje,Calle Dardo Molina,0001369
0001113,Calle,Calle Libertad,0001177
0001114,Calle,Calle Eva Duarte,0000082
0001115,Calle,Pasaje Pje 12,0001369
0001116,Calle,Calle Cordoba del Tucuman,0001461
0001117,Calle,Calle Gral Manuel Belgrano,0000113
0001118,Calle,Pasaje Maipu,0001157
0001119,Calle,Calle Ricardo Rojas,0001369
0001120,Calle,Pasaje Rep del Brasil,0001369
0001121,Pasaje,Calle Corrientes,0000707
0001122,Pasaje,Avenida De las Americas,0001369
0001123,Ruta Provincial,Calle Pablo II,0001369
0001124,Pasaje,Pasaje Inca Garcilazo,0000760
0001125,Calle,Avenida Gral San Martin Norte,0001177
0001126,Calle,Calle Caseros Este,0001413
0001127,Calle,Calle Peru,0001620
0001128,Calle,Calle Independencia,0000760
0001129,Pasaje,Pasaje San Juan,0001157
0001130,Pasaje,Ruta Provincial Rp 380,0001485
0001131,Calle,Calle Jose Ignacio Rucci,0000760
0001132,Calle,Calle 24 de Septiembre Este,0001620
0001133,Calle,Calle Congreso,0001369
0001134,Calle,Calle Gral Manuel Belgrano,0001536
0001135,Calle,Pasaje Entre Rios,0001620
0001136,Calle,Calle Dr Jose Ingenieros,0000760
0001137,Calle,Calle Antartida Argentina,0000760
0001138,Avenida,Pasaje Don Bosco,0001369
0001139,Calle,Calle Groenlandia,0001157
0001140,Pasaje,Calle Ejercito del Norte,0000707
0001141,Pasaje,Avenida Savio,0001620
0001142,Calle,Pasaje Martin Fierro,0000707
0001143,Calle,Pasaje Jose Humberto Delgado,0000113
0001144,Calle,Calle Jeronimo de Cabrera,0001369
0001145,Pasaje,Calle 9,0001461
0001146,Pasaje,Calle S/N 4,0001455
0001147,Calle,Calle B Mitre,0000113
0001148,Calle,Calle Tomas Venecia,0000376
0001149,Calle,Calle Jose Warnes,0001369
0001150,Calle,Calle 10 de Junio,0001369
0001151,Calle,Calle Jose Frias Silva,0001369
0001152,Avenida,Pasaje Ricardo A Paz,0001369
0001153,Calle,Diagonal Diag 72,0001369
0001154,Pasaje,Pasaje Ortiz,0001369
0001155,Calle,Ruta Provincial Rp 327,0000863
0001156,Pasaje,Pasaje Pje 3,0000376
0001157,Calle,Calle Pbto M Alberti,0000760
0001158,Calle,Calle 11,0000742
