id,type,name,localityId
0001159,Calle,Calle Tucuman,0001445
0001160,Calle,Calle Mercedes de San Martin,0001369
0001161,Calle,Pasaje Pje 19,0001369
0001162,Pasaje,Pasaje Rio Negro,0000760
0001163,Pasaje,Calle Roque Aragon,0001369
0001164,Calle,Calle S/C,0000225
0001165,Calle,Calle Dr Arturo Illia,0000760
0001166,Calle,Calle 24 de Junio,0001157
0001167,Calle,Calle Gral Cornelio Saavedra,0000760
0001168,Pasaje,Calle Miguel Lillo,0001369
0001169,Calle,Calle Federacion,0001369
0001170,Calle,Avenida Tucuman,0001516
0001171,Pasaje,Calle 8,0001615
0001172,Calle,Pasaje Caceres,0001620
0001173,Calle,Pasaje Pje 17,0001369
0001174,Calle,Calle 25 de Mayo,0000760
0001175,Calle,Calle Dr Nicolas Avellaneda,0001323
0001176,Calle,Calle Cap Antonio M Taboada,0000391
0001177,Calle,Pasaje Dr Jose Ignacio Araoz,0001369
0001178,Calle,Pasaje Cristobal Colon,0001323
0001179,Pasaje,Calle Juan XXIII,0000113
0001180,Calle,Calle S/N 1,0000376
0001181,Calle,Calle 68,0001369
0001182,Calle,Calle Ramon Simon,0001620
0001183,Calle,Calle Grunauer,0001449
0001184,Calle,Avenida San Martin,0000787
0001185,Calle,Calle Pres Gral J A Roca,0001177
0001186,Pasaje,Pasaje Manuel Lopez Pondal,0001369
0001187,Calle,Calle Bruselas,0001449
0001188,Avenida,Pasaje Pje 8,0000607
0001189,Calle,Diagonal Astrada,0001369
0001190,Pasaje,Calle 47,0001369
0001191,Calle,Calle 25 de Mayo de 1810,0001369
0001192,Calle,Calle Domingo Colombres,0001449
0001193,Calle,Calle Independencia,0001637
0001194,Calle,Calle Nicaragua,0000760
0001195,Calle,Pasaje Calchaquies,0001369
0001196,Calle,Pasaje Thames,0001369
0001197,Calle,Diagonal Diag 39,0001369
0001198,Pasaje,Calle Neuquen,0000113
0001199,Pasaje,Calle Lidoro J Quinteros,0001637
0001200,Calle,Calle B Mitre,0000081
0001201,Calle,Calle Bolivar,0000082
0001202,Calle,Pasaje Sarogaroli,0000760
0001203,Calle,Calle Amadeo Jacques,0001369
0001204,Calle,Calle Gral Guemes,0001445
0001205,Calle,Pasaje Mons Padilla y Barceña,0001369
0001206,Calle,Calle Thames,0000081
0001207,Calle,Calle Libertador,0001157
0001208,Pasaje,Calle 20 de Junio,0000082
0001209,Calle,Calle Las Heras,0000082
0001210,Pasaje,Calle Jose Padilla,0000113
0001211,Calle,Calle Gral M de Azcuenaga,0001157
0001212,Calle,Calle Antartida Argentina,0001637
0001213,Calle,Pasaje Dr Bernardo Houssay,0001369
0001214,Calle,Calle 7,0000742
0001215,Calle,Calle G Leston de Guzman,0001157
0001216,Pasaje,Calle Benjamin Matienzo,0001615
0001217,Calle,Calle Juan Heller,0001615
0001218,Calle,Calle San Juan,0001111
0001219,Calle,Calle Sgto Juan B Cabral,0000082
0001220,Pasaje,Pasaje Chile,0001157
0001221,Calle,Calle M Ulloa,0000760
0001222,Calle,Avenida Dr Manuel Belgrano,0000391
0001223,Calle,Calle S/C,0000742
0001224,Pasaje,Pasaje Santos Dumont,0001369
0001225,Pasaje,Calle Bat de Junin,0001369
0001226,Calle,Calle Matienzo,0000081
0001227,Pasaje,Calle Entre Rios,0000391
0001228,Pasaje,Calle Juan XXIII,0000081
0001229,Pasaje,Diagonal Jose Silva,0001369
0001230,Calle,Calle Teniente Berdina,0000567
0001231,Pasaje,Calle Juan Sanchez,0000449
0001232,Calle,Calle C Barros,0000081
0001233,Calle,Pasaje Bascary,0001615
0001234,Pasaje,Pasaje Dominguez,0001369
0001235,Calle,Calle Marañon,0001637
0001236,Calle,Calle Rivadavia,0001266
0001237,Calle,Calle Atahualpa Yupanqui,0001413
0001238,Calle,Calle Mendoza,0000707
0001239,Calle,Calle Dr Arturo Illia,0001637
0001240,Calle,Calle Yamandu Rodriguez,0001369
0001241,Pasaje,Calle 3 N,0000318
0001242,Pasaje,Calle 25 de Mayo,0001637
0001243,Calle,Pasaje Moya,0001620
0001244,Pasaje,Calle 25 de Mayo,0001266
0001245,Calle,Pasaje Pje 1,0000607
0001246,Calle,Calle Provincia de Buenos Aires,0001369
0001247,Pasaje,Calle 6,0001615
0001248,Calle,Calle Celedonio Gutierrez,0000391
0001249,Calle,Calle Gral las Heras,0001157
0001250,Avenida,Calle Alberdi,0000225
0001251,Pasaje,Pasaje Padilla,0000760
0001252,Calle,Calle S/N 2,0001455
0001253,Calle,Calle Florida,0000707
0001254,Calle,Calle Ing Bretau,0001455
0001255,Pasaje,Pasaje Pje 2,0000607
0001256,Pasaje,Calle Provincia de la Rioja,0001369
0001257,Avenida,Calle 2,0001413
0001258,Calle,Calle Santiago,0001413
0001259,Calle,Pasaje Juan Agustin Garcia,0001369
0001260,Pasaje,Pasaje Honorio Molina,0001369
0001261,Calle,Calle Maipu,0001449
0001262,Calle,Pasaje Liniers,0000857
0001263,Calle,Pasaje Guayaquil,0001369
0001264,Calle,Pasaje Parana,0000391
0001265,Pasaje,Calle Benjamin Araoz,0000081
0001266,Pasaje,Pasaje Dorrego,0000760
0001267,Calle,Calle Monteagudo,0001615
0001268,Calle,Calle Santiago del Estero,0001369
0001269,Pasaje,Pasaje Pje 24,0001369
0001270,Pasaje,Calle Dominguez Zoilo,0000113
0001271,Calle,Calle Gral Simon Bolivar,0001369
0001272,Calle,Calle Miguel Antonio Gonzalez,0000607
0001273,Pasaje,Calle Libertad,0001111
0001274,Calle,Calle Inca Garcilaso de la Vega,0001369
0001275,Pasaje,Calle 1 de Mayo,0000899
0001276,Avenida,Pasaje 1 de Mayo,0000082
0001277,Pasaje,Pasaje Treinta y Tres Orientales,0001369
0001278,Pasaje,Calle 13,0001461
0001279,Calle,Pasaje Pje 31,0001369
0001280,Calle,Calle Araoz de Lamadrid,0000113
0001281,Calle,Calle Lucas A Cordoba,0000225
0001282,Calle,Pasaje Felix Frias,0001369
0001283,Calle,Calle Dominga de Corbazan,0000760
0001284,Calle,Calle Islas Malvinas,0001461
0001285,Calle,Avenida Pres Gral J A Roca,0000113
0001286,Pasaje,Pasaje Lugones,0000082
0001287,Calle,Calle Godoy Cruz,0000760
0001288,Pasaje,Calle Prospero Mena,0001369
0001289,Calle,Calle Obispo Jose Eusebio Colombres,0000935
0001290,Calle,Pasaje 12 de Octubre,0000857
0001291,Calle,Pasaje Pje 23,0001369
0001292,Calle,Avenida Liniers,0001615
0001293,Pasaje,Calle Salta,0001177
0001294,Pasaje,Calle Provincia de Entre Rios,0001369
0001295,Calle,Pasaje Miguel Ocaranza,0001157
0001296,Avenida,Calle Thames,0001369
0001297,Pasaje,Calle Federico Kosef,0000935
0001298,Calle,Calle Rovelli,0001413
0001299,Calle,Calle Brasil,0001620
0001300,Calle,Pasaje Pje 4,0000607
0001301,Calle,Pasaje Pje S/N 3,0000899
0001302,Calle,Diagonal Isla de Cerdeña,0001369
0001303,Calle,Calle Dr Luis Maria Drago,0001369
0001304,Pasaje,Calle Alvarez Condarco,0000113
0001305,Calle,Pasaje Posadas,0001369
0001306,Calle,Pasaje Ambrio Nougues,0001369
0001307,Calle,Calle S/N 2,0000787
0001308,Calle,Calle Juan XXIII,0001369
0001309,Calle,Pasaje Grecia,0001369
0001310,Calle,Calle Rivadavia,0001615
0001311,Calle,Pasaje Jose E Colombres,0001369
0001312,Calle,Avenida Democracia,0001369
0001313,Pasaje,Pasaje Pje 21,0001369
0001314,Pasaje,Pasaje Avellaneda,0001615
0001315,Calle,Calle Pres N Avellaneda,0001637
0001316,Pasaje,Calle La Pampa,0001620
0001317,Calle,Calle Riobamba,0001620
0001318,Calle,Ruta Nacional Rn 34,0000498
0001319,Calle,Calle Alberto Rougues,0001369
0001320,Avenida,Calle Pedro Leskow,0000760
0001321,Calle,Calle Islas Malvinas,0000760
0001322,Pasaje,Calle Agustina de Fernandez,0000081
0001323,Pasaje,Pasaje Leopoldo Lugones,0001369
0001324,Avenida,Calle Catamarca,0000449
0001325,Pasaje,Pasaje 41 Sureste,0001369
0001326,Pasaje,Calle Neuquen,0001369
0001327,Calle,Calle Comunal 8,0000498
0001328,Pasaje,Calle Santa Fe,0000391
0001329,Calle,Calle 12 de Octubre,0001369
0001330,Calle,Pasaje Vera y Aragon,0001369
0001331,Calle,Pasaje Pje 8 Ne,0001369
0001332,Calle,Calle Utinger Este,0001413
0001333,Calle,Avenida Belgrano,0001620
0001334,Pasaje,Pasaje Gral Cornelio Saavedra,0000911
0001335,Pasaje,Calle San Luis,0000449
0001336,Pasaje,Calle Velez Sarsfield,0001620
0001337,Calle,Calle 7,0000787
0001338,Pasaje,Calle S/N 1,0001177
0001339,Calle,Calle Ginebra,0001620
0001340,Pasaje,Calle Alvarez Condarco,0000081
0001341,Calle,Pasaje Pje 45,0001369
0001342,Calle,Calle Charcas,0001369
0001343,Pasaje,Calle 9 de Julio,0000449
0001344,Calle,Calle Monte Libano,0000113
0001345,Calle,Calle Pres Gral J A Roca,0001620
0001346,Calle,Calle Pablo Paz Rojas,0000760
0001347,Pasaje,Calle Jose Frias Silva,0000225
0001348,Calle,Calle 2 Este Oeste,0001101
0001349,Calle,Calle Dr Juan Jose Paso,0000082
0001350,Calle,Pasaje Pje 35,0001369
0001351,Pasaje,Pasaje Yapeyu,0000760
0001352,Pasaje,Calle 9 de Julio,0000607
0001353,Calle,Pasaje Juramento,0000760
0001354,Pasaje,Camino La Quebrada,0000113
0001355,Calle,Calle Roma,0001449
0001356,Calle,Calle Virgen del Carmen,0001620
0001357,Pasaje,Calle 2 Norte Sur,0001101
0001358,Calle,Avenida Del Peru Norte,0001413
0001359,Pasaje,Calle Inmaculada Concepcion,0001461
0001360,Calle,Pasaje Araoz,0001369
0001361,Ruta Provincial,Pasaje Roberto Koch,0001369
0001362,Calle,Avenida B Mitre,0001369
0001363,Calle,Pasaje Francisco Pizarro,0001369
0001364,Pasaje,Pasaje Mercado y Villacorta,0001369
0001365,Calle,Calle 1,0001413
0001366,Pasaje,Pasaje Pje 14,0001369
0001367,Pasaje,Calle Alberdi,0001455
0001368,Pasaje,Calle San Lorenzo Oeste,0001620
0001369,Calle,Calle Moreno,0001413
0001370,Calle,Calle Saavedra,0000113
0001371,Pasaje,Calle Santa Rosa de Lima,0000760
0001372,Calle,Pasaje Pje 9 no,0001369
0001373,Pasaje,Pasaje Santa Maria,0001620
0001374,Pasaje,Pasaje Gral Tomas Guido,0000857
0001375,Pasaje,Calle Pantaleon Fernandez,0001369
0001376,Calle,Pasaje Tuyuti,0001369
0001377,Pasaje,Calle Misiones,0001111
0001378,Calle,Diagonal Diag 45,0001369
0001379,Calle,Pasaje Brasil,0000225
0001380,Calle,Calle Mendoza,0000081
0001381,Calle,Calle Octaviano Vera,0001615
0001382,Pasaje,Pasaje Jose Aragon,0001157
0001383,Pasaje,Calle 3,0000760
0001384,Calle,Calle Colombia,0001620
0001385,Avenida,Calle Dr Juan Jose Paso,0000113
0001386,Calle,Pasaje Pje 41,0001369
0001387,Pasaje,Calle Ejercito del Norte,0001369
0001388,Calle,Calle Belgrano,0000632
0001389,Calle,Camino Del Peru,0001369
0001390,Calle,Calle Domingo F Sarmiento,0000374
0001391,Calle,Pasaje Martin Fierro,0001369
0001392,Pasaje,Pasaje Estanislao del Campo,0001369
0001393,Calle,Calle 1,0000760
0001394,Calle,Pasaje Velez Sarsfield,0001620
0001395,Pasaje,Calle Dr M de Avellaneda,0000760
0001396,Pasaje,Calle Moreno,0000760
0001397,Calle,Pasaje Benjamin Paz,0001369
0001398,Pasaje,Calle Gdor Luis Cruz,0000760
0001399,Calle,Pasaje Ayacucho,0000857
0001400,Pasaje,Calle San Martin,0000607
0001401,Calle,Ruta Provincial Rp 301,0001485
0001402,Calle,Calle 12,0001461
0001403,Calle,Calle Nicaragua,0001369
0001404,Calle,Pasaje Granadera,0000708
0001405,Calle,Calle 9 de Julio,0001157
0001406,Calle,Pasaje Prospero Mena,0001413
0001407,Calle,Pasaje Dr Herbetta,0000081
0001408,Calle,Pasaje La Plata,0001369
0001409,Pasaje,Calle Paraguay,0001157
0001410,Calle,Calle Laprida,0000081
0001411,Pasaje,Pasaje Dr Bernardo de Irigoyen,0001369
0001412,Calle,Calle San Luis,0000742
0001413,Calle,Pasaje Jose Santillan,0001369
0001414,Calle,Pasaje Justo de la Vega,0001369
0001415,Pasaje,Pasaje Rep de Siria,0001369
0001416,Pasaje,Calle Comunal 10,0000498
0001417,Calle,Pasaje Rep de Bolivia,0001157
0001418,Ruta Provincial,Calle Carlos Andujar,0001615
0001419,Avenida,Calle Alvarez Condarco,0000857
0001420,Avenida,Calle España,0000081
0001421,Calle,Calle Batalla de Maipu,0000081
0001422,Calle,Pasaje Pje 92,0001369
0001423,Calle,Pasaje Las Malvinas,0001413
0001424,Pasaje,Calle Tierra del Fuego,0001620
0001425,Calle,Avenida Gral Jose Maria Paz,0001157
0001426,Calle,Calle Uttinger,0001413
0001427,Calle,Pasaje Ruben Dario,0001369
0001428,Calle,Calle Dr Nicolas Avellaneda,0001449
0001429,Calle,Calle Chiclana,0001369
0001430,Pasaje,Calle Alvarez Condarco,0001369
0001431,Calle,Calle Muñecas,0000760
0001432,Calle,Pasaje Pje 5,0000857
0001433,Calle,Calle Villa Alem,0000632
0001434,Calle,Calle Bernabe Araoz,0001157
0001435,Calle,Pasaje Bat de Ituzaingo,0001369
0001436,Calle,Pasaje Pablo Rojas Paz,0001157
0001437,Calle,Calle Andres Chazarreta,0000449
0001438,Calle,Pasaje Echecopar,0001369
0001439,Calle,Calle Villa del Ex Ingenio Viejo,0001485
0001440,Avenida,Pasaje 17 de Agosto,0000911
0001441,Calle,Calle 3 Norte Sur,0001101
0001442,Pasaje,Calle 3,0001266
0001443,Calle,Calle 8,0001157
0001444,Calle,Calle S/N 6,0001177
0001445,Calle,Calle Antori,0001369
0001446,Pasaje,Calle 1,0001266
0001447,Pasaje,Ruta Nacional Rn 38,0001449
0001448,Pasaje,Calle Colonia 3,0000935
0001449,Calle,Diagonal Diag 49,0001369
0001450,Pasaje,Calle M de la Orden,0001177
0001451,Pasaje,Pasaje Chueca,0001369
0001452,Calle,Calle Americo Vespucio,0001157
0001453,Calle,Pasaje Ibatin,0001369
0001454,Calle,Calle Rio Parana,0001637
0001455,Calle,Calle Paraguay,0001620
0001456,Pasaje,Calle Publica,0000707
0001457,Pasaje,Pasaje Laprida,0000899
0001458,Pasaje,Pasaje Islas Orcadas del Sur,0001369
0001459,Calle,Calle Dr Balazar Tejerina,0001157
0001460,Calle,Ruta Provincial Amberes,0000707
0001461,Pasaje,Avenida San Martin,0000082
0001462,Calle,Avenida Alberdi,0000081
0001463,Pasaje,Calle Pres Gral J A Roca,0000391
0001464,Calle,Calle Saavedra,0001615
0001465,Calle,Calle Pedro G Sal,0001369
0001466,Calle,Pasaje Juan C Lafinur,0001369
0001467,Ruta Provincial,Calle 2,0000857
0001468,Calle,Calle San Jose,0001445
0001469,Calle,Calle S/N 3,0000376
0001470,Calle,Calle Rivadavia,0001177
0001471,Calle,Calle Cabildo,0000082
0001472,Calle,Pasaje Miguel Lillo,0000225
0001473,Pasaje,Calle Cordoba,0000742
0001474,Calle,Calle 24 de Septiembre,0000707
0001475,Calle,Calle 7 de Mayo,0000449
0001476,Pasaje,Calle Buenos Aires,0000911
0001477,Pasaje,Calle Crisostomo Alvarez,0000935
0001478,Calle,Diagonal Diag 7,0001369
0001479,Calle,Calle Gral Cornelio Saavedra,0001177
0001480,Calle,Calle Carmen P de Tamayo,0001637
0001481,Pasaje,Calle Jorge Newbery,0001637
0001482,Calle,Calle 25 de Mayo,0001177
0001483,Calle,Avenida Belgrano,0001445
0001484,Calle,Calle Guatemala,0001157
0001485,Calle,Pasaje Ernesto Padilla,0001369
0001486,Pasaje,Calle 12 de Octubre,0000449
0001487,Calle,Calle Manuela Pedraza,0000081
0001488,Pasaje,Calle F Garcia de Garcia,0001369
0001489,Calle,Pasaje 12 So,0001369
0001490,Calle,Pasaje Francisco Olmos,0000911
0001491,Calle,Pasaje Patagonia,0001369
0001492,Calle,Calle Cazador de Necochea,0001445
0001493,Calle,Pasaje 24 Se,0001369
0001494,Calle,Pasaje Pje 90,0001369
0001495,Calle,Diagonal Chaco,0001369
0001496,Calle,Calle Esteban Echeverria,0001637
0001497,Calle,Calle Gral Guemes,0000081
0001498,Pasaje,Calle S/N 1,0001620
0001499,Pasaje,Calle 4 Este Oeste,0001101
0001500,Calle,Pasaje Las Rosas,0000391
0001501,Calle,Pasaje Gaboto,0001369
0001502,Calle,Pasaje Tomas Espora,0001369
0001503,Pasaje,Calle Soberania Argentina,0001369
0001504,Calle,Calle España,0001369
0001505,Calle,Pasaje Uruguay,0001369
0001506,Calle,Calle Heredia,0001369
0001507,Ruta Provincial,Pasaje Jose Hernandez,0000113
0001508,Ruta Provincial,Calle Batalla de Maipu,0001369
0001509,Calle,Calle Pres Roque Saenz Peña,0000113
0001510,Pasaje,Calle French,0001369
0001511,Calle,Ruta Provincial Escaba,0001637
0001512,Calle,Calle Urquiza,0000760
0001513,Calle,Calle Ecuador,0001369
0001514,Calle,Calle Julio Prebisch,0001369
0001515,Calle,Calle Alberdi,0000374
0001516,Calle,Calle Comunal 9,0000498
0001517,Calle,Pasaje Pje 29,0001369
0001518,Calle,Calle Clemente Alvarez,0001413
0001519,Calle,Calle Uruguay,0001157
0001520,Calle,Pasaje Joaquin Castellanos,0001369
0001521,Calle,Pasaje Miguel Cane,0001369
0001522,Avenida,Calle Nuestra Señora del Valle,0001485
0001523,Calle,Calle Baltazar Aguirre,0000449
0001524,Calle,Calle 6,0001157
0001525,Calle,Pasaje Ovidio Lagos,0001369
0001526,Pasaje,Calle Peru,0001637
0001527,Pasaje,Calle San Juan,0001413
0001528,Calle,Calle Islas Malvinas,0001369
0001529,Calle,Calle Dr Emilio Castelar,0001369
0001530,Calle,Pasaje Jose Garcia,0001369
0001531,Pasaje,Calle Rufino Cossio,0001369
0001532,Calle,Pasaje Fray Luis Beltran,0001369
0001533,Calle,Calle Dr Nicolas Avellaneda,0001461
0001534,Avenida,Calle Manuel Casas,0001369
0001535,Calle,Calle Santa Fe,0000760
0001536,Calle,Calle Martin Fierro,0001157
0001537,Pasaje,Calle F Cayetano Rodriguez,0000391
0001538,Calle,Calle G Araoz,0001369
0001539,Calle,Calle La Plata,0000449
0001540,Pasaje,Calle 9 de Julio,0000863
0001541,Calle,Calle Ernesto Tornquist,0000449
0001542,Pasaje,Pasaje Bernardino Rivadavia,0000899
0001543,Pasaje,Pasaje Pje 78,0001369
0001544,Calle,Calle Cruz del Norte,0000935
0001545,Avenida,Calle Constitucion,0000707
0001546,Calle,Calle Larrea,0000113
0001547,Calle,Pasaje Fray Manuel Perez,0000760
0001548,Calle,Calle Belgrano,0001615
0001549,Calle,Calle Dr Ramon Carrillo,0000449
0001550,Calle,Calle J Shadlichs,0001177
0001551,Calle,Ruta Provincial Rp 322,0000081
0001552,Calle,Ruta Provincial Rp 323,0000318
0001553,Calle,Calle Lola Mora,0000082
0001554,Avenida,Pasaje Guyana,0001369
0001555,Pasaje,Calle Pres Gral J A Roca,0001485
0001556,Calle,Calle 10,0001461
0001557,Calle,Calle Mons David,0001413
0001558,Pasaje,Calle Araoz,0001455
0001559,Calle,Calle Herminia Vigo,0000707
0001560,Calle,Calle Vicente Gallo,0001369
0001561,Calle,Calle Gral Heredia,0000863
0001562,Calle,Diagonal Biologia,0001369
0001563,Calle,Calle Jose Ignacio Gorriti,0001369
0001564,Calle,Acceso Norte,0001536
0001565,Pasaje,Calle Jose Hernandez,0001461
0001566,Calle,Calle Jose Vignoli,0001637
0001567,Calle,Calle 2,0000899
0001568,Pasaje,Avenida Libertador Gral San Martin,0000449
0001569,Calle,Calle Florida,0000899
0001570,Pasaje,Calle Antartida Argentina,0001157
0001571,Calle,Camino Del Peru,0000225
0001572,Calle,Calle 25 de Mayo,0000911
0001573,Calle,Pasaje Dr Juan Jose Paso,0000760
0001574,Pasaje,Pasaje Pje 49,0001369
0001575,Calle,Calle Rep del Paraguay,0001369
0001576,Avenida,Calle Uruguay,0001620
0001577,Calle,Calle San Miguel de Tucuman,0001323
0001578,Calle,Pasaje Pje S/N 3,0000787
0001579,Calle,Calle Congresales de Tucuman,0000081
0001580,Calle,Calle Avellaneda,0000081
0001581,Pasaje,Avenida S/C,0000113
0001582,Calle,Calle Dr Juan Brigido Teran,0001157
0001583,Avenida,Calle Dr Arturo Illia,0001323
0001584,Avenida,Pasaje Virrey P de Cevallos,0001369
0001585,Pasaje,Calle Gral Cornelio Saavedra,0001323
0001586,Calle,Calle Leocadio Paz,0001157
0001587,Pasaje,Pasaje Pje 48,0001369
0001588,Calle,Calle 25 de Mayo,0001323
0001589,Calle,Pasaje,0001620
0001590,Pasaje,Pasaje Sarratea,0001369
0001591,Calle,Calle Rep de Peru,0000760
0001592,Calle,Avenida Libertador,0000374
0001593,Pasaje,Calle Lola Mora,0000113
0001594,Calle,Diagonal Diag 12,0001369
0001595,Pasaje,Calle San Martin,0000863
0001596,Calle,Diagonal Diag 8,0001369
0001597,Avenida,Calle Gral Guemes,0001369
0001598,Calle,Calle Gral M de Azcuenaga,0000760
0001599,Calle,Diagonal Derqui,0001369
0001600,Pasaje,Calle Jose E Colombres,0001369
0001601,Pasaje,Calle Gral Cornelio Saavedra,0001157
0001602,Calle,Calle Mitre,0001177
0001603,Calle,Calle 25 de Mayo,0001157
0001604,Calle,Avenida San Martin,0001615
0001605,Calle,Pasaje Pje 6,0001369
0001606,Calle,Calle La Rioja Este,0001413
0001607,Calle,Calle Chacabuco,0000707
0001608,Calle,Pasaje Agustin Molina,0001369
0001609,Calle,Calle Obligado,0001369
0001610,Calle,Calle Bernabe Araoz,0000391
0001611,Pasaje,Calle Domingo F Sarmiento,0000113
0001612,Calle,Calle Granillo Darragueira,0001369
0001613,Calle,Calle 9 de Julio,0001445
0001614,Avenida,Calle Colonia 1,0000935
0001615,Calle,Diagonal Frias Juan,0001369
0001616,Pasaje,Pasaje Cossio,0001413
0001617,Calle,Calle Cap H Viola,0001445
0001618,Calle,Calle 20 de Junio,0001157
0001619,Calle,Pasaje Cañete Cruz,0001369
0001620,Calle,Calle Teniente Manuel Basail,0001157
0001621,Pasaje,Pasaje Santa Rita,0001157
0001622,Calle,Calle Reconquista Oeste,0001413
0001623,Calle,Calle Rio Sali,0001369
0001624,Calle,Calle Pedro Leon Gallo,0001369
0001625,Avenida,Pasaje España,0001615
0001626,Pasaje,Calle Atahualpa Yupanqui,0001516
0001627,Pasaje,Avenida Marina Alfaro,0001369
0001628,Calle,Calle Sgto Juan B Cabral,0001157
0001629,Calle,Calle 24 de Septiembre,0000081
0001630,Calle,Calle Belgrano,0000708
0001631,Calle,Calle Dr Manuel Belgrano,0001449
0001632,Calle,Pasaje Jose Hernandez,0000857
0001633,Calle,Calle 9,0000742
0001634,Calle,Avenida Dr Manuel Belgrano,0001369
0001635,Pasaje,Avenida Benjamin Araoz,0001369
0001636,Pasaje,Pasaje Santiago Silva,0000760
0001637,Pasaje,Calle Santa Cruz,0001620
0001638,Calle,Pasaje Liniers,0000787
0001639,Calle,Calle Panama,0001369
0001640,Calle,Calle Dr Alfredo Palacios,0001369
0001641,Avenida,Pasaje Paso de los Andes,0001157
0001642,Calle,Calle Dr Mariano Moreno,0001516
0001643,Calle,Calle S/N 3,0001177
0001644,Calle,Pasaje Dr G Araoz Alfaro,0001369
0001645,Calle,Calle Santiago,0000449
0001646,Pasaje,Pasaje Avellaneda,0001620
0001647,Calle,Calle Bertres,0000760
0001648,Calle,Avenida Ejercito del Norte,0001369
0001649,Pasaje,Calle Centenario,0001369
0001650,Calle,Calle Velez Sarsfield,0001413
0001651,Calle,Pasaje Trejo y Sanabria,0001369
0001652,Pasaje,Pasaje Dr Ricardo Balbin,0001413
0001653,Calle,Calle Larrea,0001615
0001654,Avenida,Calle Pbto Manuel Ballesteros,0001485
0001655,Pasaje,Calle Gral Juan Lavalle,0001369
0001656,Calle,Calle Fray Mamerto Esquiu,0001157
0001657,Calle,Calle Dr Bernardo Monteagudo,0000113
0001658,Calle,Diagonal Alejandro Heredia,0001369
0001659,Calle,Calle S/C,0000113
0001660,Calle,Calle Gral J J de Urquiza,0001323
0001661,Calle,Calle Benjamin Matienzo,0000391
0001662,Pasaje,Calle Comunal 11,0000498
0001663,Calle,Pasaje Islas Malvinas,0001157
0001664,Avenida,Calle Sarmiento,0000081
0001665,Calle,Calle Peru,0001369
0001666,Calle,Avenida Saenz Peña,0001413
0001667,Pasaje,Calle Castro Barros,0001413
0001668,Calle,Pasaje Libertad,0001615
0001669,Calle,Calle 20 de Junio,0001620
0001670,Calle,Calle Pte J D Peron,0001323
0001671,Pasaje,Calle Dr Mariano Moreno,0001323
0001672,Calle,Calle Gral J J de Urquiza,0001157
0001673,Pasaje,Pasaje E Acosta,0000760
0001674,Pasaje,Calle Sgto Juan B Cabral,0001620
0001675,Calle,Calle Misiones,0000707
0001676,Pasaje,Calle Guemes,0001177
0001677,Pasaje,Avenida Av 69,0001369
0001678,Calle,Pasaje Dr Enzo Bordabehere,0001369
0001679,Pasaje,Pasaje La Pampa,0001369
0001680,Calle,Calle Dr Mariano Moreno,0001157
0001681,Avenida,Ruta Nacional Rn 9,0001157
0001682,Calle,Calle Brasil,0001637
0001683,Pasaje,Calle Estados Unidos,0001369
0001684,Pasaje,Calle Venezuela,0001369
0001685,Calle,Calle 1 Norte,0000318
0001686,Pasaje,Calle Managua,0000632
0001687,Ruta Provincial,Calle Florentino Ameghino,0001323
0001688,Calle,Pasaje Jose Ignacio Bass,0001369
0001689,Calle,Pasaje Falucho,0001461
0001690,Calle,Pasaje 40 Noroeste,0001369
0001691,Calle,Calle Horacio Poviña,0001369
0001692,Calle,Calle H Descole,0001369
0001693,Pasaje,Calle Elpidio Gonzalez,0001615
0001694,Calle,Avenida Cristobal Colon,0001369
0001695,Calle,Calle Batalla de Maipu,0000225
0001696,Calle,Calle Mendoza,0000742
0001697,Pasaje,Calle Vespaciano Brizuela,0001413
0001698,Calle,Diagonal Diag 51,0001369
0001699,Calle,Calle 2 N,0000318
0001700,Calle,Pasaje Pje 9,0000607
0001701,Calle,Calle 24 de Septiembre,0000857
0001702,Pasaje,Calle Chile,0001615
0001703,Calle,Pasaje Luis Braille,0001369
0001704,Calle,Calle Rawson,0001637
0001705,Calle,Diagonal Diag 33,0001369
0001706,Calle,Calle Gral San Martin,0000632
0001707,Calle,Pasaje Nicolas Rodriguez Peña,0001369
0001708,Pasaje,Calle La Pampa,0001637
0001709,Avenida,Avenida Ibatin,0000760
0001710,Calle,Pasaje Pje 32,0001369
0001711,Calle,Calle Sold Ismael Maldonado,0000567
0001712,Calle,Calle Luis Delacroix,0001157
0001713,Calle,Calle Francisco de Aguirre,0000081
0001714,Calle,Calle Martin Fierro,0000391
0001715,Pasaje,Calle 24 de Septiembre,0001369
0001716,Calle,Calle Adan Quiroga,0000449
0001717,Calle,Pasaje Cabildo de 1810,0001369
0001718,Calle,Calle Dorrego,0001615
0001719,Pasaje,Avenida Independencia,0000707
0001720,Pasaje,Calle 2,0000742
0001721,Calle,Calle 11,0001615
0001722,Calle,Pasaje 12 Sudeste,0001369
0001723,Calle,Calle Cap Caceres,0000567
0001724,Calle,Calle 5,0000899
0001725,Ruta Provincial,Calle 5 Este Oeste,0001101
0001726,Calle,Pasaje Saravia,0001369
0001727,Calle,Calle Malvinas Argentinas,0001615
0001728,Calle,Pasaje Matienzo,0000857
0001729,Calle,Pasaje Pje S/N 4,0000787
0001730,Calle,Calle S/N 2,0000376
0001731,Pasaje,Pasaje Lucas A Cordoba,0001157
0001732,Calle,Pasaje Falucho,0000760
