CP,Provincia,Localidad
1752,Buenos Aires,Lomas Del Mirador
1753,Buenos Aires,Villa Luzuriaga
1754,Buenos Aires,San Justo
1755,Buenos Aires,Rafael Castillo
1756,Buenos Aires,Isidro Casnova
1757,Buenos Aires,Gregorio De La Ferrere
1757,Buenos Aires,Gregorio De Laferrere
1758,Buenos Aires,Gonzalez Catan
1759,Buenos Aires,Gonzalez Catan
1761,Buenos Aires,Pontevedra
1763,Buenos Aires,Virrey Del Pino
1764,Buenos Aires,Virrey Del Pino
1765,Buenos Aires,Isidro Casanova
1766,Buenos Aires,Tablada
1768,Buenos Aires,Ciudad De Eduardo Madero
1768,Buenos Aires,Ciudad Madero
1770,Buenos Aires,Aldo Bonzi
1770,Buenos Aires,Tapiales
1771,Buenos Aires,Mercado Central
1772,Buenos Aires,Villa Celina
1773,Buenos Aires,Ingeniero Budge
1774,Buenos Aires,La Salada
1776,Buenos Aires,9 De Abril
1776,Buenos Aires,Villa Transradio
1778,Buenos Aires,Ciudad Evita
1780,Buenos Aires,B Nuestra Señora De La Paz
1781,Buenos Aires,Barrio Santa Catalina
1782,Buenos Aires,M Paz Barrio Martin Fierro
1783,Buenos Aires,M Paz Barrio La Lonja
1784,Buenos Aires,M Paz Barrio La Milagrosa
1785,Buenos Aires,Aldo Bonzi
1786,Buenos Aires,20 De Junio
1787,Buenos Aires,M Paz Barrio El Moro
1788,Buenos Aires,M Paz Barrio Urioste
1789,Buenos Aires,B Sarmiento Don Rolando
1789,Buenos Aires,Barrio Sarmiento Don Rolando
1790,Buenos Aires,M Paz Barrio El Martillo
1791,Buenos Aires,M Paz Barrio Bernasconi
1792,Buenos Aires,Barrio Los Aromos San Patricio
1793,Buenos Aires,Barrio El Zorzal
1793,Buenos Aires,Marcos Paz B El Zorzal
1801,Buenos Aires,Canning
1802,Buenos Aires,Aeropuerto Ezeiza
1803,Buenos Aires,La Union
1804,Buenos Aires,Ezeiza
1804,Buenos Aires,Union Ferroviaria
1805,Buenos Aires,El Jaguel
1806,Buenos Aires,Canning
1806,Buenos Aires,Tristan Suarez
1807,Buenos Aires,Canning
1808,Buenos Aires,Vicente Casares
1809,Buenos Aires,Maximo Paz
1809,Buenos Aires,Temperley
1811,Buenos Aires,Alejandro Petion
1812,Buenos Aires,Carlos Spegazzini
1812,Buenos Aires,Maximo Paz
1813,Buenos Aires,Carlos Spegazzini
1814,Buenos Aires,Cañuelas
1815,Buenos Aires,Uribelarrea
1816,Buenos Aires,Colonia Santa Rosa
1816,Buenos Aires,Los Aromos
1816,Buenos Aires,Ruta 205 Kilometro 57
1816,Buenos Aires,Ruta 3 Kilometro 75 700
1816,Buenos Aires,Villa Adriana
1821,Buenos Aires,Banfield
1822,Buenos Aires,Valentin Alsina
1822,Buenos Aires,Villa Caraza
1822,Buenos Aires,Villa Diamante
1823,Buenos Aires,Gerli
1824,Buenos Aires,Lanus
1825,Buenos Aires,Monte Chingolo
1826,Buenos Aires,Remedios De Escalada
1827,Buenos Aires,Banfield
1828,Buenos Aires,Banfield
1829,Buenos Aires,Villa Albertina
1831,Buenos Aires,Villa Fiorito
1832,Buenos Aires,Lomas De Zamora
1833,Buenos Aires,Turdera
1834,Buenos Aires,Temperley
1835,Buenos Aires,America Unida
1835,Buenos Aires,Temperley
1836,Buenos Aires,Llavallol
1837,Buenos Aires,Sourigues
1838,Buenos Aires,Luis Guillon
1839,Buenos Aires,9 De Abril
1840,Buenos Aires,Ezpeleta Oeste
1841,Buenos Aires,Monte Grande
1842,Buenos Aires,El Jaguel
1842,Buenos Aires,Esteban Echeverria
1842,Buenos Aires,Monte Grande
1843,Buenos Aires,Solano
1844,Buenos Aires,San Jose
1845,Buenos Aires,Jose Marmol
1846,Buenos Aires,Adrogue
1846,Buenos Aires,Almirante Brown
1846,Buenos Aires,San Jose
1847,Buenos Aires,Rafael Calzada
1848,Buenos Aires,Ministro Rivadavia
1849,Buenos Aires,Claypole
1850,Buenos Aires,Barrio Don Orione
1851,Buenos Aires,Malvinas Argentinas
1852,Buenos Aires,Burzaco
1853,Buenos Aires,Villa Vatteone
1854,Buenos Aires,Longchamps
1855,Buenos Aires,Villa La Florida
1856,Buenos Aires,Glew
1857,Buenos Aires,Pereyra
1858,Buenos Aires,Villa Numancia
1859,Buenos Aires,Gobernador Costa
1860,Buenos Aires,Villa España
1861,Buenos Aires,Platanos
1862,Buenos Aires,Guernica
1863,Buenos Aires,Zeballos
1864,Buenos Aires,Alejandro Korn
1865,Buenos Aires,San Vicente
1866,Buenos Aires,El Pampero
1867,Buenos Aires,Santa Rosa
1868,Buenos Aires,Piñeyro
1869,Buenos Aires,Gerli
1870,Buenos Aires,Avellaneda
1871,Buenos Aires,Dock Sud
1872,Buenos Aires,Sarandi
1873,Buenos Aires,Crucesita
1874,Buenos Aires,Villa Dominico
1875,Buenos Aires,Wilde
1876,Buenos Aires,Bernal Este
1876,Buenos Aires,Bernal Oeste
1876,Buenos Aires,Quilmes
1877,Buenos Aires,Don Bosco
1878,Buenos Aires,Quilmes
1879,Buenos Aires,Quilmes Oeste
1880,Buenos Aires,Berazategui
1881,Buenos Aires,San Francisco Solano
1881,Buenos Aires,Villa La Florida
1882,Buenos Aires,Ezpeleta Este
1883,Buenos Aires,Bernal Oeste
1884,Buenos Aires,Berazategui
1885,Buenos Aires,Guillermo E Hudson
1886,Buenos Aires,Ranelagh
1887,Buenos Aires,Florencio Varela
1888,Buenos Aires,Florencio Varela
1889,Buenos Aires,Bosques
1889,Buenos Aires,Km. 40
1890,Buenos Aires,Jose Maria Gutierrez
1891,Buenos Aires,Ingeniero Allan
1892,Buenos Aires,Villa Brown
1893,Buenos Aires,Centro Agricola El Pato
1894,Buenos Aires,Pereyra
1894,Buenos Aires,Villa Elisa
1895,Buenos Aires,Arturo Segui
1896,Buenos Aires,City Bell
1897,Buenos Aires,Gonnet
1897,Buenos Aires,Manuel B Gonnet
1898,Buenos Aires,Gonnet
1898,Buenos Aires,Joaquin Gorina
1900,Buenos Aires,La Plata
1900,Buenos Aires,Los Hornos
1900,Buenos Aires,Tolosa
1901,Buenos Aires,Estacion Moreno
1901,Buenos Aires,Lisandro Olmos Etcheverry
1901,Buenos Aires,Ringuelet
1902,Buenos Aires,La Plata
1903,Buenos Aires,Abasto
1903,Buenos Aires,Buchanan
1903,Buenos Aires,Jose Hernandez
1903,Buenos Aires,Melchor Romero
1904,Buenos Aires,La Plata
1905,Buenos Aires,Poblet
1906,Buenos Aires,La Plata
1907,Buenos Aires,El Carmen
1907,Buenos Aires,La Plata
1908,Buenos Aires,La Plata
1909,Buenos Aires,Arana
1910,Buenos Aires,La Plata
1911,Buenos Aires,Bartolome Bavio
1911,Buenos Aires,Bme B G Mansilla
1911,Buenos Aires,Bme Bavio Gral Mansilla
1911,Buenos Aires,General Mansilla
1911,Buenos Aires,Jose Ferrari
1911,Buenos Aires,Kilometro 92
1912,Buenos Aires,La Plata
1913,Buenos Aires,Cristino Benavidez
1913,Buenos Aires,Julio Arditi
1913,Buenos Aires,Magdalena
1913,Buenos Aires,Payro R
1914,Buenos Aires,La Plata
1915,Buenos Aires,Arbuco
1915,Buenos Aires,Kilometro 103
1915,Buenos Aires,Paraje Starache
1915,Buenos Aires,Roberto Payro
1915,Buenos Aires,Vieytes
1916,Buenos Aires,La Plata
1916,Buenos Aires,Malvinas Argentinas
1917,Buenos Aires,Luis Chico
1917,Buenos Aires,Monte Veloz
1917,Buenos Aires,Veronica
1918,Buenos Aires,Estacion Gomez
1919,Buenos Aires,B A Punta Indio
1919,Buenos Aires,Punta Indio
1921,Buenos Aires,Alvarez Jonte
1921,Buenos Aires,Colonia Beethoven
1921,Buenos Aires,El Rosario
1921,Buenos Aires,La Primavera
1921,Buenos Aires,La Talina
1921,Buenos Aires,Las Tahonas
1921,Buenos Aires,Los Santos Viejos
1921,Buenos Aires,Pancho Diaz
1921,Buenos Aires,Pipinas
1921,Buenos Aires,Rincon De Noario
1923,Buenos Aires,Berisso
1924,Buenos Aires,Beriso
1924,Buenos Aires,Berisso
1925,Buenos Aires,Ensenada
1925,Buenos Aires,Fuerte Barragan
1926,Buenos Aires,Ensenada
1927,Buenos Aires,Escuela Naval Militar Rio Santiago
1929,Buenos Aires,Isla Santiago
1931,Buenos Aires,Punta Lara
1933,Buenos Aires,Abasto
1935,Buenos Aires,Estacion Moreno
1942,Buenos Aires,Los Talas
1947,Buenos Aires,Atalaya
1948,Buenos Aires,Empalme Magdalena
1952,Buenos Aires,Punta Indio
1954,Buenos Aires,Pipinas
1972,Buenos Aires,Oliden
1980,Buenos Aires,Campo Lope Seco
1980,Buenos Aires,Coronel Brandsen
1980,Buenos Aires,Doyhenard
1980,Buenos Aires,Kilometro 44
1980,Buenos Aires,Kilometro 82
1980,Buenos Aires,La Posada
1980,Buenos Aires,Los Merinos
1981,Buenos Aires,B Las Mandarinas
1981,Buenos Aires,Barrio La Dolly
1981,Buenos Aires,Desvio Km 55
1981,Buenos Aires,G Obligado
1981,Buenos Aires,Kilometro 58
1981,Buenos Aires,Kilometro 70
1981,Buenos Aires,Loma Verde
1981,Buenos Aires,Samborombon
1983,Buenos Aires,Gomez
1983,Buenos Aires,Gomez  De La Vega
1983,Buenos Aires,Gomez  De La Vega
1984,Buenos Aires,Domselaar
1986,Buenos Aires,Altamirano
1986,Buenos Aires,Jeppener
1987,Buenos Aires,Alegre
1987,Buenos Aires,Cancha Del Pollo
1987,Buenos Aires,Cuartel 2
1987,Buenos Aires,Espartillar
1987,Buenos Aires,Ranchos
2000,Santa Fe,Rosario
2000,Santa Fe,Villa Angelica
2001,Santa Fe,Rosario
2002,Santa Fe,Rosario
2003,Santa Fe,Rosario
2004,Santa Fe,Rosario
2005,Santa Fe,Rosario
2006,Santa Fe,Rosario
2007,Santa Fe,Rosario
2008,Santa Fe,Rosario
2009,Santa Fe,Rosario
2010,Santa Fe,Rosario
2011,Santa Fe,Rosario
2012,Santa Fe,Rosario
2013,Santa Fe,Rosario
2014,Santa Fe,Rosario
2015,Santa Fe,Loma Verde
2015,Santa Fe,Rosario
2020,Buenos Aires,Zelaya
2025,Buenos Aires,Manzanares
2032,Buenos Aires,Villa Astolfi
2045,Santa Fe,La Fraternidad
2046,Santa Fe,Las Malvinas
2100,Santa Fe,Charigue
2101,Santa Fe,Albarellos
2101,Santa Fe,Monte Flores
2102,Santa Fe,Villa Amelia
2103,Santa Fe,Coronel Bogado
2103,Santa Fe,Juan B. Molina
2103,Santa Fe,Stephenson
2104,Santa Fe,Juan B Molina
2105,Santa Fe,Cañada Rica
2105,Santa Fe,Coronel Dominguez
2105,Santa Fe,La Carolina
2105,Santa Fe,La Vanguardia
2105,Santa Fe,Los Muchachos
2105,Santa Fe,Pereyra Lucena
2105,Santa Fe,Sargento Cabral
2105,Santa Fe,Uranga
2106,Santa Fe,Sargento Cabral
2107,Santa Fe,Alvarez
2107,Santa Fe,Soldini
2108,Santa Fe,Rosario
2108,Santa Fe,Soldini
2109,Santa Fe,Acebal
2109,Santa Fe,Campo Rueda
2109,Santa Fe,Carmen Del Sauce
2110,Santa Fe,Pavon Arriba
2111,Santa Fe,Francisco Paz
2111,Santa Fe,Santa Teresa
2112,Santa Fe,Uranga
2113,Santa Fe,Peyrano
2114,Santa Fe,Coronel Dominguez
2115,Santa Fe,Colonia Valdez
2115,Santa Fe,La Celia
2115,Santa Fe,La Othilia
2115,Santa Fe,Maximo Paz
2115,Santa Fe,Rodolfo Alcorta
2117,Santa Fe,Alcorta
2117,Santa Fe,Loma Verde
2117,Santa Fe,Pueblo Alcorta
2118,Santa Fe,Cepeda
2118,Santa Fe,Empalme Villa Constitucion
2118,Santa Fe,Pavon
2118,Santa Fe,Theobad
2119,Santa Fe,Arminda
2119,Santa Fe,Bernard
2119,Santa Fe,Erasto
2119,Santa Fe,Estacion Erasto
2119,Santa Fe,Maizales
2119,Santa Fe,Piñero
2120,Santa Fe,Pueblo Muñoz
2121,Santa Fe,Perez
2122,Santa Fe,Pujato
2123,Santa Fe,Campo Calvo
2123,Santa Fe,Villa Porucci
2123,Santa Fe,Colonia Clodomira
2123,Santa Fe,Coronel Arnold
2123,Santa Fe,Fuentes
2123,Santa Fe,Pujato
2123,Santa Fe,Zavalla
2124,Santa Fe,Pueblo Nuevo
2124,Santa Fe,Villa Gobernador Galvez
2124,Santa Fe,Villa San Diego
2125,Santa Fe,Zavalla
2126,Santa Fe,Alvear
2126,Santa Fe,Fighiera
2126,Santa Fe,Pueblo Esther
2127,Santa Fe,General Lagos
2127,Santa Fe,Rosario
2128,Santa Fe,Arroyo Seco
2128,Santa Fe,Posta De San Martin
2129,Santa Fe,Pueblo Esther
2130,Santa Fe,Alvear
2130,Santa Fe,Rosario
2131,Santa Fe,Coronel Arnold
2131,Santa Fe,Rosario
2132,Santa Fe,Funes
2133,Santa Fe,La Vanguardia
2134,Santa Fe,Roldan
2135,Santa Fe,Carmen Del Sauce
2136,Santa Fe,Correa
2136,Santa Fe,San Geronimo
2136,Santa Fe,San Jeronimo Sud
2138,Santa Fe,Carcaraña
2138,Santa Fe,Colonia El Carmen
2138,Santa Fe,Semino
2139,Santa Fe,Chañar Ladeado
2141,Santa Fe,La Salada
2142,Santa Fe,Campo Medina
2142,Santa Fe,Ibarlucea
2142,Santa Fe,Kilometro 323
2142,Santa Fe,Lucio V. Lopez
2142,Santa Fe,Luis Palacios
2142,Santa Fe,Salto Grande
2142,Santa Fe,Vicente Echeverria
2143,Santa Fe,Ibarlucea
2143,Santa Fe,Rosario
2144,Santa Fe,Campo Horquesco
2144,Santa Fe,Colonia Medici
2144,Santa Fe,Larguia
2144,Santa Fe,Totoras
2146,Santa Fe,Clason
2146,Santa Fe,Los Leones
2146,Santa Fe,San Genaro
2147,Santa Fe,San Genaro Norte
2147,Santa Fe,Villa Biota
2148,Santa Fe,Campo Castro
2148,Santa Fe,Centeno
2148,Santa Fe,Villa Guastalla
2149,Santa Fe,Casas
2150,Santa Fe,Lucio V Lopez
2150,Santa Fe,Lucio V.Lopez
2151,Santa Fe,Clason
2152,Santa Fe,Granadero Baigorria
2153,Santa Fe,Las Bandurrias
2154,Santa Fe,Capitan Bermudez
2154,Santa Fe,Juan Ortiz
2154,Santa Fe,Kilometro 319
2154,Santa Fe,Villa Cassini
2156,Santa Fe,A D G S Lorenzo
2156,Santa Fe,Borghi
2156,Santa Fe,F Mtar S Lorenzo
2156,Santa Fe,Fray Luis Beltran
2156,Santa Fe,Granaderos
2156,Santa Fe,Tte H Bouchard
2156,Santa Fe,Villa Garibaldi
2156,Santa Fe,Villa Margarita
2158,Santa Fe,Fray Luis Beltran
2170,Santa Fe,Candelaria Sud
2170,Santa Fe,Casilda
2170,Santa Fe,Colonia Candelaria
2170,Santa Fe,Colonia La Costa
2173,Santa Fe,Campo Pesoa
2173,Santa Fe,Chabas
2173,Santa Fe,La Merced
2173,Santa Fe,Sanford
2173,Santa Fe,Villada
2174,Santa Fe,Sanford
2175,Santa Fe,Barlett
2175,Santa Fe,Villa Mugueta
2176,Santa Fe,Villada
2177,Santa Fe,Bigand
2179,Santa Fe,Bombal
2181,Santa Fe,Los Molinos
2183,Santa Fe,Arequito
2183,Santa Fe,La Viuda
2183,Santa Fe,Los Nogales
2183,Santa Fe,Pueblo Arequito
2184,Santa Fe,Los Nogales
2185,Santa Fe,C Toscana Primera
2185,Santa Fe,C Toscana Segunda
2185,Santa Fe,Campo Crenna
2185,Santa Fe,S.J. De La Esquina
2185,Santa Fe,San Jose De La Esquina
2186,Santa Fe,San Jose De La Esquina
2187,Santa Fe,Arteaga
2187,Santa Fe,C Lago Di Como
2189,Santa Fe,Colonia Los Vascos
2189,Cordoba,Cruz Alta
2200,Santa Fe,Las Quintas
2200,Cordoba,P De S Lorenzo
2200,Santa Fe,Pino De S Lorenzo
2200,Santa Fe,San Lorenzo
2201,Santa Fe,Ricardone
2202,Santa Fe,Cerana
2202,Santa Fe,Cullen
2202,Santa Fe,El Transito
2202,Santa Fe,Pueblo Kirston
2202,Santa Fe,Puerto Gral San Martin
2204,Santa Fe,Jesus Maria
2204,Santa Fe,Timbues
2204,Santa Fe,Timbues Jose Maria
2206,Santa Fe,Campo Paletta
2206,Santa Fe,Oliveros
2206,Santa Fe,Rincon De Grondona
2208,Santa Fe,Gaboto
2208,Santa Fe,Maciel
2208,Santa Fe,Puerto Gaboto
2209,Santa Fe,Maciel
2212,Santa Fe,Campo Galloso
2212,Santa Fe,Monje
2214,Santa Fe,Aldao
2215,Santa Fe,Andino
2216,Santa Fe,C Tres Marias
2216,Santa Fe,Campo Raffo
2216,Santa Fe,Serodino
2218,Santa Fe,Carrizales
2218,Santa Fe,Clarke
2222,Santa Fe,Diaz
2223,Buenos Aires,Pinzon
2240,Santa Fe,Campo Garcia
2240,Santa Fe,Campo Moure
2240,Santa Fe,Carcel M Coronda
2240,Santa Fe,Colonia Corondina
2240,Santa Fe,Coronda
2241,Santa Fe,Larrechea
2242,Santa Fe,Arijon
2242,Santa Fe,Arocena
2242,Santa Fe,Desvio Arijon
2242,Santa Fe,Puente Colastine
2243,Santa Fe,San Fabian
2244,Santa Fe,Arocena
2244,Santa Fe,Desvio Arijon
2245,Santa Fe,Barrio Caima
2246,Santa Fe,Barrancas
2246,Santa Fe,Puerto Aragon
2248,Santa Fe,B De Irigoyen
2248,Santa Fe,Bernardo De Irigoyen
2248,Santa Fe,Campo Brarda
2248,Santa Fe,Campo Carignano
2248,Santa Fe,Campo Genero
2248,Santa Fe,Casalegno
2249,Santa Fe,Irigoyen
2252,Santa Fe,Colonia Piaggio
2252,Santa Fe,Galvez
2253,Santa Fe,Campo Gimenez
2253,Santa Fe,Gessler
2253,Santa Fe,Larrechea
2253,Santa Fe,Loma Alta
2253,Santa Fe,Oroño
2254,Santa Fe,Gessler
2254,Santa Fe,Loma Alta
2255,Santa Fe,Campo Rodriguez
2255,Santa Fe,Lopez
2255,Santa Fe,Rigby
2255,Santa Fe,S Martin De Tours
2256,Santa Fe,San Eugenio
2257,Santa Fe,Colonia Belgrano
2257,Santa Fe,Granadero B Bustos
2257,Santa Fe,Wildermuth
2258,Santa Fe,Campo Quiqones
2258,Santa Fe,S C De Buena Vista
2258,Santa Fe,Santa Clara
2258,Santa Fe,Santa Clara De Buena Vista
2261,Buenos Aires,Urquiza
2282,Buenos Aires,Berdier
2300,Santa Fe,C Bella Italia
2300,Santa Fe,El Bayo
2300,Santa Fe,Fassi
2300,Santa Fe,Pueblo Terragni
2300,Santa Fe,Rafaela
2300,Santa Fe,Sierra Pereyra
2300,Santa Fe,Tres Colonias
2301,Santa Fe,Bella Italia
2301,Santa Fe,Capilla San Jose
2301,Santa Fe,Presidente Roca
2301,Santa Fe,Zanetti
2301,Santa Fe,Colonia Fidela
2301,Santa Fe,Coronel Fraga
2301,Santa Fe,Pueblo Marini
2301,Santa Fe,Pueblo Ramona
2301,Santa Fe,Vila
2302,Santa Fe,Castellones
2302,Santa Fe,Susana
2303,Santa Fe,Angelica
2303,Santa Fe,Kilometro 85
2305,Santa Fe,Lehmann
2306,Santa Fe,Vila
2307,Santa Fe,Ataliva
2307,Santa Fe,Campo Daratti
2307,Santa Fe,Galisteo
2308,Santa Fe,Bella Italia
2309,Santa Fe,C Reina Margarita
2309,Santa Fe,Humberto Primero
2309,Santa Fe,Reina Margarita
2309,Santa Fe,San Miguel
2310,Santa Fe,C Castellanos
2310,Santa Fe,Colonia Castellanos
2311,Santa Fe,Adolfo Alsina
2311,Santa Fe,Capivara
2311,Santa Fe,Colonia Maua
2311,Santa Fe,Constanza
2311,Santa Fe,Ituzaingo
2311,Santa Fe,Virginia
2312,Santa Fe,C San Antonio
2312,Santa Fe,Colonia San Antonio
2313,Santa Fe,Colonia Berlin
2313,Santa Fe,Colonia Ortiz
2313,Santa Fe,Cuatro Casas
2313,Santa Fe,Doce Casas
2313,Santa Fe,Moises Ville
2313,Santa Fe,Mutchnik
2313,Santa Fe,Veinticuatro Casas
2313,Santa Fe,Walvelberg
2315,Santa Fe,Estacion Saguier
2317,Santa Fe,Casablanca
2317,Santa Fe,Colonia Aldao
2317,Santa Fe,Colonia Bicha
2317,Santa Fe,Colonia Bigand
2317,Santa Fe,Eusebia
2317,Santa Fe,Hugentobler
2317,Santa Fe,R. De Tacurales
2318,Santa Fe,Aurelia
2318,Santa Fe,Aurelia Norte
2318,Santa Fe,Aurelia Sud
2319,Santa Fe,Egusquiza
2320,Santa Fe,Pueblo San Antonio
2321,Santa Fe,Saguier
2322,Santa Fe,Cabaqa El Cisne
2322,Santa Fe,Raquel
2322,Santa Fe,Sunchales
2323,Santa Fe,Villa San Jose
2323,Santa Fe,Pujato
2324,Santa Fe,Colonia Tacurales
2324,Santa Fe,Tacural
2326,Santa Fe,Bealistock
2326,Santa Fe,Bossi
2326,Santa Fe,Colonia Bossi
2326,Santa Fe,Las Palmeras
2326,Santa Fe,Nueva Lehmann
2326,Santa Fe,Palacios
2326,Santa Fe,Zadockhan
2330,Santa Fe,Eusebia
2334,Santa Fe,El Descanso
2334,Santa Fe,La Cortadera
2339,Santa Fe,Ambrosetti
2340,Santa Fe,Ceres
2340,Santa Fe,Nueva Ceres
2341,Cordoba,Aromito
2341,Santa Fe,Clavel Blanco
2341,Cordoba,Colonia Alpina
2341,Cordoba,Colonia Montefiore
2341,Santa Fe,La Elsa
2341,Cordoba,La Marina
2342,Cordoba,Campo El Mataco
2342,Cordoba,Colonia Geraldina
2342,Santa Fe,Curupaity
2342,Santa Fe,La Rubia
2342,Santa Fe,Monigotes
2343,Santa Fe,La Geraldina
2344,Santiago Del Estero,Achaval Rodriguez
2344,Santiago Del Estero,Arrufo
2344,Santiago Del Estero,Colonia Dos Rosas
2344,Santiago Del Estero,E San Francisco
2344,Santiago Del Estero,Hugentobler
2344,Santiago Del Estero,Los Porongos
2345,Santiago Del Estero,Campo Botto
2345,Santiago Del Estero,Colonia Ana
2345,Santa Fe,Villa Trinidad
2346,Buenos Aires,Villa Trinidad
2347,Santa Fe,C Malhman Sud
2347,Santa Fe,Colonia Mackinlay
2347,Santa Fe,Colonia Rosa
2347,Santa Fe,San Guillermo
2348,Santa Fe,Monigotes
2349,Santa Fe,Colonia Maunier
2349,Santa Fe,Colonia Milessi
2349,Santa Fe,Colonia Ripamonti
2349,Santa Fe,Dos Rosas
2349,Santa Fe,Monte Obscuridad
2349,Santa Fe,Suardi
2350,Santa Fe,La Rubia
2351,Santa Fe,Colonia Rosa
2352,Santa Fe,Ambrosetti
2352,Santa Fe,Hersilia
2354,Santa Fe,C La Victoria
2354,Santiago Del Estero,Chañar Sunichaj
2354,Santiago Del Estero,Colonia Mackinlay
2354,Santiago Del Estero,El Aibal
2354,Santiago Del Estero,El Aspirante
2354,Santa Fe,El Charabon
2354,Santiago Del Estero,El Oso
2354,Santiago Del Estero,El Ucle
2354,Santiago Del Estero,Fortin La Viuda
2354,Santiago Del Estero,Kilometro 735
2354,Santiago Del Estero,La Blanca
2354,Santiago Del Estero,La Carolina
2354,Santiago Del Estero,La Centella
2354,Santiago Del Estero,La Esmeralda
2354,Santiago Del Estero,La Recompensa
2354,Santiago Del Estero,La Romelia
2354,Santiago Del Estero,La Union
2354,Santiago Del Estero,La Victoria
2354,Santiago Del Estero,Las Palmas
2354,Santiago Del Estero,Las Viboritas
2354,Santiago Del Estero,Los Encantos
2354,Santiago Del Estero,Maravilla
2354,Santiago Del Estero,Nueva Trinidad
