id,provincia,localidad,cpa
06719ef5-b654-48a4-aec3-e9e72a767a82,Buenos Aires,Campo Maipu,B6013XAB
5d09d786-3562-448e-b665-50cdee6c8134,Buenos Aires,Campo Pelaez,B7623XAE
6cb1be51-39ea-4d9a-9f0b-3e0feb62efdd,Buenos Aires,Campo Peña Lopez,B6605XAA
e1751997-4506-4c02-a980-8cb9a0e209bc,Buenos Aires,Campo Rojas,B7303XAE
6f34a23b-58f8-4174-ab24-12ba1cd1e508,Buenos Aires,Campo Sabate,B7245XAC
7555f92f-da3f-4c06-b2f3-fc394086695b,Buenos Aires,Campo San Juan,B8185XAD
1a628422-d938-4c52-86db-abea48326bd9,Buenos Aires,Campodonico,B7305XAB
a88dc5be-a720-4ffb-8d17-6888e655fb15,Buenos Aires,Campomar Viñedo,B1625XAE
ff531883-c4dd-4edc-8a5f-d300af969f81,Buenos Aires,Cañada de Arias,B6700XAC
5c403110-5d9d-4778-87d0-dd7b867afa11,Buenos Aires,Cañada la Rica,B6625XAA
46003538-b9ed-4cf6-ba7e-05da1e828a0a,Buenos Aires,Cañada Mariano,B8183XAA
72ed9085-4d7b-49f2-8aef-74b291cf8d3b,Buenos Aires,Cañada Marta,B2740XAB
6237c493-e14a-4b90-aca9-94b5dedd2c62,Buenos Aires,Cañada Seca,N/A
ad3d2d13-2284-4771-a3ff-df589680abc7,Buenos Aires,Canal 15 Cerro de la Gloria,B7114XAB
6250ca5d-ddb0-472b-9759-b8e5059276a3,Buenos Aires,Canal Martin Irigoyen,B2800XAB
79f6667a-7a17-4223-a0d1-6330f038bd23,Buenos Aires,Canal N Alem 1A Sec,B2805XAJ
4be596ed-cfb0-4cf0-bd4f-c4945b729614,Buenos Aires,Canal N Alem 2A Sec,B2805XAK
0721421e-3ff1-4bf6-9fb0-7f12ad59c28e,Buenos Aires,Cancha del Pollo,B1987XAB
d03da792-b339-46ff-be3f-370fda0d7a02,Buenos Aires,Cangallo,B7153XAA
6ae5bd6c-e78c-4535-ac48-930d6306263f,Buenos Aires,Canning,N/A
4382b94b-ef77-4639-bbde-88d65f70946c,Buenos Aires,Canonigo Gorriti,B8185XAF
1e9c2353-b192-41ed-a3d2-f885bb202241,Buenos Aires,Cantera Aguirre,B7000XAA
9f861496-6fb3-42ab-a651-b7b6a0aeaacc,Buenos Aires,Cantera Albion,B7000XAB
84a8ddf5-a1a6-4fed-8684-36a3739fe2b1,Buenos Aires,Cantera la Aurora,B7000XAF
480db361-a5ef-4810-a0fd-bd5c65f8eab6,Buenos Aires,Cantera la Federacion,B7000XAG
ce5e8102-dff7-4e84-883d-619f51269da1,Buenos Aires,Cantera la Movediza,B7000XAH
20a05dc5-bdfc-46b0-bf5b-1f81d009011a,Buenos Aires,Cantera Monte Cristo,B7000XAI
88c68ec3-d3bf-4657-ac56-7ef28bc0e6a8,Buenos Aires,Cantera San Luis,B7000XAJ
b1e93aa3-0308-46f8-9f41-301280c56458,Buenos Aires,Cantera Villalonga,B8504XAB
a9c3fd9a-acb2-431b-b7b9-4d23637436f4,Buenos Aires,Canteras de Gregorini,B7401XAA
0cb6cea6-e3ed-490f-a84f-142e585417f9,Buenos Aires,Cañuelas,N/A
79256a64-9389-435b-90a4-a930d8b1017d,Buenos Aires,Capdepont,B6612XAA
69870eda-4d37-46c0-802d-76db14311126,Buenos Aires,Capilla del Señor,N/A
8b6baaa3-f924-45c1-a593-527e3d3a3c64,Buenos Aires,Capitan Castro,B6461XAA
ba956ef7-0d9c-4807-83fb-61c55ed3398b,Buenos Aires,Capitan Sarmiento,N/A
a63fbc67-369c-41cd-b81b-f869fa7eaef3,Buenos Aires,Carabelas,N/A
165087fb-d511-408e-90af-dd33253af0d8,Buenos Aires,Carapachay,N/A
4e23afbb-8a7a-4355-a380-2daf0976028a,Buenos Aires,Cardenal Cagliero,B8506XAD
0f93218b-a9b6-499b-9453-a948b714e5ac,Buenos Aires,Carhue,N/A
5f39d033-807a-43ac-84de-a00f6d9137ee,Buenos Aires,Cari Larquea,B7119XAE
a627f6ea-48f4-4790-92d0-46b230f881b8,Buenos Aires,Carilo,N/A
1547cb9c-93f8-4c90-8ccb-e410af43db6b,Buenos Aires,Carlos Beguerie,N/A
b95ad1ed-dbe9-420e-85dc-ec19da5a8e14,Buenos Aires,Carlos Casares,N/A
37fc23ea-7822-44fe-ac4e-7ea33ce1abe0,Buenos Aires,Carlos Keen,N/A
9ba28e10-dc05-4b72-b610-6126c360ec5a,Buenos Aires,Carlos Lemee,B2812XAJ
6947147d-b3f6-4030-a978-4ad8dd7a812d,Buenos Aires,Carlos Maria Naon,N/A
85c90366-6720-4eed-a576-be020f78f3c2,Buenos Aires,Carlos Salas,B6453XAA
aa5e9f11-9a01-46bb-a291-422f15ac9b4d,Buenos Aires,Carlos Spegazzini,N/A
