id,type,name,alternativeName,localityId,neighborhood
1,,Calle 12 de Octubre,,7788,
2,,Avenida 9 de Julio,,7788,
3,,Calle Buenos Aires,,7788,
4,,Calle Domingo F Sarmiento,,7788,
5,,Calle Dr Manuel Belgrano,,7788,
6,,Calle Dr Mariano Moreno,,7788,
7,,Calle Emilio Acorta,,7788,
8,,Calle Gral Cornelio Saavedra,,7788,
9,,Calle Libertad,,7788,
10,,Calle Pte H Yrigoyen,,7788,
11,,Ruta Provincial Rp 4,,7788,
12,,Calle Salta,,7788,
13,,Calle Salvador,,7788,
14,,Calle San Martin,,7788,
