streetId,isOdd,from,until,localityId,zip
1,true,1,99,,F5310DNA
1,false,2,100,,F5310DNB
1,true,101,199,,F5310DNC
1,false,102,200,,F5310DND
1,true,201,299,,F5310DNE
1,false,202,300,,F5310DNF
1,true,301,399,,F5310DNG
1,false,302,400,,F5310DNH
1,true,401,499,,F5310DNI
1,false,402,500,,F5310DNJ
1,true,501,599,,F5310DNK
1,false,502,600,,F5310DNL
1,true,601,699,,F5310DNM
1,false,602,700,,F5310DNN
1,true,701,799,,F5310DNO
1,false,702,800,,F5310DNP
1,true,801,899,,F5310DNQ
1,false,802,900,,F5310DNR
2,true,1,99,,F5310AAA
2,false,2,100,,F5310AAB
2,true,101,199,,F5310AAC
2,false,102,200,,F5310AAD
2,true,201,299,,F5310AAE
2,false,202,300,,F5310AAF
2,true,301,399,,F5310AAG
2,false,302,400,,F5310AAH
2,true,401,499,,F5310AAI
2,false,402,500,,F5310AAJ
2,true,501,599,,F5310AAK
2,false,502,600,,F5310AAL
2,true,601,699,,F5310AAM
2,false,602,700,,F5310AAN
2,true,701,799,,F5310AAO
2,false,702,800,,F5310AAP
2,true,801,899,,F5310AAQ
2,false,802,900,,F5310AAR
2,true,1301,1399,,F5310ABA
2,false,1302,1400,,F5310ABB
2,true,1401,1499,,F5310ABC
2,false,1402,1500,,F5310ABD
2,true,1501,1599,,F5310ABE
2,false,1502,1600,,F5310ABF
2,true,1601,1699,,F5310ABG
2,false,1602,1700,,F5310ABH
2,true,1701,1799,,F5310ABI
2,false,1702,1800,,F5310ABJ
2,true,1801,1899,,F5310ABK
2,false,1802,1900,,F5310ABL
2,true,1901,1999,,F5310ABM
2,false,1902,2000,,F5310ABN
2,true,2001,2099,,F5310ABO
2,false,2002,2100,,F5310ABP
2,true,2101,2199,,F5310ABQ
2,false,2102,2200,,F5310ABR
2,true,2201,2299,,F5310ABS
2,false,2202,2300,,F5310ABT
2,true,2301,2399,,F5310ABU
2,false,2302,2400,,F5310ABV
2,true,2401,2499,,F5310ABW
2,false,2402,2500,,F5310ABX
3,true,1,99,,F5310ACA
3,false,2,100,,F5310ACB
3,true,101,199,,F5310ACC
3,false,102,200,,F5310ACD
3,true,201,299,,F5310ACE
3,false,202,300,,F5310ACF
3,true,301,399,,F5310ACG
3,false,302,400,,F5310ACH
3,true,401,499,,F5310ACI
3,false,402,500,,F5310ACJ
3,true,501,599,,F5310ACK
3,false,502,600,,F5310ACL
3,true,601,699,,F5310ACM
3,false,602,700,,F5310ACN
3,true,701,799,,F5310ACO
3,false,702,800,,F5310ACP
3,true,801,899,,F5310ACQ
3,false,802,900,,F5310ACR
3,true,901,999,,F5310ACS
3,false,902,1000,,F5310ACT
3,true,1001,1099,,F5310ACU
3,false,1002,1100,,F5310ACV
3,true,1101,1199,,F5310ACW
3,false,1102,1200,,F5310ACX
3,true,1201,1299,,F5310ACY
3,false,1202,1300,,F5310ACZ
3,true,1301,1399,,F5310ADA
3,false,1302,1400,,F5310ADB
3,true,1401,1499,,F5310ADC
3,false,1402,1500,,F5310ADD
3,true,1501,1599,,F5310ADE
3,false,1502,1600,,F5310ADF
3,true,1601,1699,,F5310ADG
3,false,1602,1700,,F5310ADH
3,true,1701,1799,,F5310ADI
3,false,1702,1800,,F5310ADJ
3,true,2601,2699,,F5310AEA
3,false,2602,2700,,F5310AEB
3,true,2701,2799,,F5310AEC
3,false,2702,2800,,F5310AED
3,true,2801,2899,,F5310AEE
3,false,2802,2900,,F5310AEF
3,true,2901,2999,,F5310AEG
3,false,2902,3000,,F5310AEH
4,true,1,99,,F5310AFA
4,false,2,100,,F5310AFB
4,true,101,199,,F5310AFC
