id,type,name,alternativeName,localityId,neighborhood
1,,Calle 1,,18608,
2,,Calle Comunal 10,,18608,
3,,Calle Comunal 11,,18608,
4,,Calle Comunal 12,,18608,
5,,Calle Comunal 2,,18608,
6,,Calle Comunal 4,,18608,
7,,Calle Comunal 5,,18608,
8,,Calle Comunal 6,,18608,
9,,Calle Comunal 8,,18608,
10,,Calle Comunal 9,,18608,
11,,Calle Comunal 3,,18608,
12,,Calle Comunal 7,,18608,
13,,Ruta Nacional Rn 34,,18608,
