streetId,isOdd,from,until,localityId,zip
1,true,501,599,,N3337AAA
1,false,502,600,,N3337AAB
1,true,601,699,,N3337AAC
1,false,602,700,,N3337AAD
1,true,701,799,,N3337AAE
1,false,702,800,,N3337AAF
1,true,801,899,,N3337AAG
1,false,802,900,,N3337AAH
1,true,901,999,,N3337AAI
1,false,902,1000,,N3337AAJ
2,true,501,599,,N3337ABA
2,false,502,600,,N3337ABB
2,true,601,699,,N3337ABC
2,false,602,700,,N3337ABD
2,true,701,799,,N3337ABE
2,false,702,800,,N3337ABF
2,true,801,899,,N3337ABG
2,false,802,900,,N3337ABH
2,true,901,999,,N3337ABI
2,false,902,1000,,N3337ABJ
3,true,1201,1299,,N3337ACA
3,false,1202,1300,,N3337ACB
3,true,1301,1399,,N3337ACC
3,false,1302,1400,,N3337ACD
3,true,1401,1499,,N3337ACE
3,false,1402,1500,,N3337ACF
3,true,1501,1599,,N3337ACG
3,false,1502,1600,,N3337ACH
3,true,1601,1699,,N3337ACI
3,false,1602,1700,,N3337ACJ
3,true,1701,1799,,N3337ACK
3,false,1702,1800,,N3337ACL
4,true,1301,1399,,N3337AHA
4,false,1302,1400,,N3337AHB
4,true,1401,1499,,N3337AHC
4,false,1402,1500,,N3337AHD
4,true,1501,1599,,N3337AHE
4,false,1502,1600,,N3337AHF
5,true,701,799,,N3337AIA
5,false,702,800,,N3337AIB
5,true,801,899,,N3337AIC
5,false,802,900,,N3337AID
5,true,901,999,,N3337AIE
5,false,902,1000,,N3337AIF
5,true,1001,1099,,N3337AIG
5,false,1002,1100,,N3337AIH
7,true,901,999,,N3337AKC
7,false,902,1000,,N3337AKD
15,true,1,99,,N3337ASA
15,false,2,100,,N3337ASB
15,true,101,199,,N3337ASC
15,false,102,200,,N3337ASD
15,true,201,299,,N3337ASE
15,false,202,300,,N3337ASF
15,true,301,399,,N3337ASG
15,false,302,400,,N3337ASH
15,true,401,499,,N3337ASI
15,false,402,500,,N3337ASJ
15,true,501,599,,N3337ASK
15,false,502,600,,N3337ASL
15,true,601,699,,N3337ASM
15,false,602,700,,N3337ASN
15,true,701,799,,N3337ASO
15,false,702,800,,N3337ASP
15,true,801,899,,N3337ASQ
15,false,802,900,,N3337ASR
15,true,901,999,,N3337ASS
15,false,902,1000,,N3337AST
16,true,601,699,,N3337AEA
16,false,602,700,,N3337AEB
16,true,701,799,,N3337AEC
16,false,702,800,,N3337AED
16,true,801,899,,N3337AEE
16,false,802,900,,N3337AEF
16,true,901,999,,N3337AEG
16,false,902,1000,,N3337AEH
18,true,701,799,,N3337AUA
18,false,702,800,,N3337AUN
18,true,801,899,,N3337AUB
18,false,802,900,,N3337AUO
19,true,701,799,,N3337AFA
19,false,702,800,,N3337AFN
19,true,801,899,,N3337AFB
19,false,802,900,,N3337AFO
19,true,901,999,,N3337AFC
19,false,902,1000,,N3337AFP
19,true,1001,1099,,N3337AFD
19,false,1002,1100,,N3337AFQ
19,true,1101,1199,,N3337AFE
19,false,1102,1200,,N3337AFR
19,true,1201,1299,,N3337AFF
19,false,1202,1300,,N3337AFS
19,true,1301,1399,,N3337AFG
19,false,1302,1400,,N3337AFT
19,true,1401,1499,,N3337AFH
19,false,1402,1500,,N3337AFU
19,true,1501,1599,,N3337AFI
19,false,1502,1600,,N3337AFV
19,true,1601,1699,,N3337AFJ
19,false,1602,1700,,N3337AFW
19,true,1701,1799,,N3337AFK
19,false,1702,1800,,N3337AFX
19,true,1801,1899,,N3337AFL
19,false,1802,1900,,N3337AFY
20,true,1101,1199,,N3337BJA
20,false,1102,1200,,N3337BJB
20,true,1201,1299,,N3337BJC
20,false,1202,1300,,N3337BJD
20,true,1301,1399,,N3337BJE
20,false,1302,1400,,N3337BJF
20,true,1401,1499,,N3337BJG
20,false,1402,1500,,N3337BJH
20,true,1501,1599,,N3337BJI
20,false,1502,1600,,N3337BJJ
20,true,1601,1699,,N3337BJK
20,false,1602,1700,,N3337BJL
20,true,1701,1799,,N3337BJM
20,false,1702,1800,,N3337BJN
20,true,1801,1899,,N3337BJO
20,false,1802,1900,,N3337BJP
22,true,801,899,,N3337AWA
22,false,802,900,,N3337AWB
22,true,901,999,,N3337AWC
22,false,902,1000,,N3337AWD
22,true,1001,1099,,N3337AWE
22,false,1002,1100,,N3337AWF
23,true,601,699,,N3337AXA
23,false,602,700,,N3337AXB
23,true,701,799,,N3337AXC
23,false,702,800,,N3337AXD
23,true,801,899,,N3337AXE
23,false,802,900,,N3337AXF
23,true,901,999,,N3337AXG
23,false,902,1000,,N3337AXH
25,true,801,899,,N3337AZA
25,false,802,900,,N3337AZB
25,true,901,999,,N3337AZC
25,false,902,1000,,N3337AZD
26,true,801,899,,N3337BAA
